41	2	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
42	12	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
43	13	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
44	18	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
45	19	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
46	20	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
47	21	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
48	22	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
49	23	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
50	24	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
51	25	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
52	27	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
53	31	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
54	32	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
55	33	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
56	34	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
57	35	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
58	37	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
59	38	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
60	39	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
61	40	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
62	41	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
63	43	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
64	47	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
65	48	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
66	49	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
67	51	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
68	52	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
69	53	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
70	54	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
71	55	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
72	56	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
73	81	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
74	86	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
75	87	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
76	90	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
77	91	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
78	92	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
79	93	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
80	94	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
81	100	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
82	101	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
83	102	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
84	103	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
85	104	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
86	107	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
87	108	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
88	109	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
89	111	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
90	112	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
91	113	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
92	114	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
93	115	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
94	117	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
95	118	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
96	123	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
97	124	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
98	125	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
99	126	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
100	127	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
101	128	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
102	130	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
103	131	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
104	132	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
105	133	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
106	134	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
107	135	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
108	136	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
109	140	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
110	142	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
111	143	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
112	146	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
113	147	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
114	148	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
115	150	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
116	151	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
117	152	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
118	153	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
119	154	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
120	155	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
121	156	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
122	157	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
123	158	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
124	163	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
125	165	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
126	166	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
127	173	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
128	174	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
129	175	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
130	177	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
131	178	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
132	181	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
133	182	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
134	183	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
135	185	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
136	186	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
137	187	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
138	189	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
139	190	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
140	191	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
141	196	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
142	197	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
143	199	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
144	203	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
145	204	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
146	205	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
147	207	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
148	208	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
149	210	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
150	212	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
151	214	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
152	215	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
153	216	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
154	217	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
155	218	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
156	219	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
157	220	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
158	221	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
159	222	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
160	223	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
161	224	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
162	225	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
163	226	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
164	229	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
165	231	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
166	238	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
167	239	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
168	240	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
169	241	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
170	242	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
171	245	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
172	246	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
173	247	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
174	248	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
175	249	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
176	251	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
177	262	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
178	265	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
179	267	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
180	268	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
181	269	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
182	270	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
183	271	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
184	272	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
185	283	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
186	284	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
187	285	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
188	287	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
189	288	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
190	290	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
191	291	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
192	292	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
193	293	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
194	301	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
195	302	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
196	316	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
197	317	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
198	319	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
199	324	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
200	325	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
201	326	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
202	327	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
203	328	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
204	329	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
205	330	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
206	331	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
207	332	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
208	333	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
209	334	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
210	335	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
211	336	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
212	338	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
213	343	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
214	344	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
215	345	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
216	348	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
217	350	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
218	351	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
219	353	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
220	354	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
221	355	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
222	356	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
223	357	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
224	358	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
225	359	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
226	360	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
227	361	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
228	362	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
229	363	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
230	364	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
231	366	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
232	367	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
233	368	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
234	369	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
235	373	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
236	374	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
237	383	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
238	387	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
239	388	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
240	389	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
241	396	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
242	397	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
243	398	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
244	403	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
245	405	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
246	406	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
247	407	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
248	408	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
249	409	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
250	410	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
251	411	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
252	412	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
253	414	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
254	415	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
255	416	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
256	427	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
257	429	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
258	430	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
259	432	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
260	433	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
261	438	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
262	440	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
263	443	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
264	444	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
265	445	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
266	462	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
267	466	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
268	472	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
269	474	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
270	476	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
271	477	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
272	478	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
273	479	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
274	480	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
275	486	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
276	487	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
277	488	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
278	489	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
279	490	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
280	491	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
281	492	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
282	493	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
283	495	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
284	496	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
285	498	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
286	501	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
287	506	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
288	523	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
289	525	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
290	526	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
291	528	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
292	538	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
293	540	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
294	545	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
295	546	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
296	547	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
297	550	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
298	551	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
299	552	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
300	553	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
301	554	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
302	558	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
303	566	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
304	567	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
305	572	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
306	573	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
307	575	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
308	576	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
309	577	3	2	2008-11-05 09:18:36.259+01	1	2009-03-18 10:50:19.475958+01
