13	A11	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-19	\N	A11,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
14	A12	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-20	\N	A12,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
15	A13	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-21	\N	A13,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
16	A14	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-22	\N	A14,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
17	A15	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-23	\N	A15,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
18	A16	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-24	\N	A16,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
19	A17	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-25	\N	A17,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
20	A18	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-26	\N	A18,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
21	A19	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-27	\N	A19,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
22	A20	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-28	\N	A20,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
23	A21	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-29	\N	A21,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
24	A22	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-30	\N	A22,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
25	B03	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-31	\N	B03,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
26	B04	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-32	\N	B04,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
27	B05	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-33	\N	B05,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
28	B06	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-34	\N	B06,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
29	B07	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-35	\N	B07,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
30	B08	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-36	\N	B08,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
31	B09	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-37	\N	B09,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
32	B10	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-38	\N	B10,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
33	B11	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-39	\N	B11,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
34	B12	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-40	\N	B12,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
35	B13	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-41	\N	B13,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
36	B14	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-42	\N	B14,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
37	B15	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-43	\N	B15,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
38	B16	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-44	\N	B16,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
39	B17	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-45	\N	B17,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
40	B18	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-46	\N	B18,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
41	B19	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-47	\N	B19,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
42	B20	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-48	\N	B20,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
43	B21	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-49	\N	B21,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
44	B22	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-50	\N	B22,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
45	C03	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-51	\N	C03,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
46	C04	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-52	\N	C04,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
47	C05	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-53	\N	C05,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
48	C06	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-54	\N	C06,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
49	C07	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-55	\N	C07,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
50	C08	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-56	\N	C08,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
51	C09	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-57	\N	C09,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
52	C10	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-58	\N	C10,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
53	C11	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-59	\N	C11,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
54	C12	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-60	\N	C12,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
55	C13	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-61	\N	C13,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
56	C14	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-62	\N	C14,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
57	C15	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-63	\N	C15,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
58	C16	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-64	\N	C16,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
59	C17	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-65	\N	C17,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
60	C18	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-66	\N	C18,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
61	C19	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-67	\N	C19,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
62	C20	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-68	\N	C20,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
63	C21	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-69	\N	C21,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
64	C22	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-70	\N	C22,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
65	D03	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-71	\N	D03,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
66	D04	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-72	\N	D04,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
67	D05	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-73	\N	D05,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
68	D06	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-74	\N	D06,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
69	D07	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-75	\N	D07,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
70	D08	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-76	\N	D08,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
71	D09	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-77	\N	D09,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
72	D10	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-78	\N	D10,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
73	D11	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-79	\N	D11,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
74	D12	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-80	\N	D12,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
75	D13	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-81	\N	D13,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
76	D14	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-82	\N	D14,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
77	D15	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-83	\N	D15,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
78	D16	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-84	\N	D16,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
79	D17	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-85	\N	D17,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
80	D18	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-86	\N	D18,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
81	D19	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-87	\N	D19,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
82	D20	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-88	\N	D20,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
83	D21	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-89	\N	D21,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
84	D22	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-90	\N	D22,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
85	E03	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-91	\N	E03,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
86	E04	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-92	\N	E04,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
87	E05	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-93	\N	E05,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
88	E06	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-94	\N	E06,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
89	E07	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-95	\N	E07,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
90	E08	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-96	\N	E08,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
91	E09	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-97	\N	E09,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
92	E10	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-98	\N	E10,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
93	E11	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-99	\N	E11,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
94	E12	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-100	\N	E12,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
95	E13	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-101	\N	E13,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
96	E14	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-102	\N	E14,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
97	E15	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-103	\N	E15,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
98	E16	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-104	\N	E16,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
99	E17	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-105	\N	E17,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
100	E18	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-106	\N	E18,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
101	E19	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-107	\N	E19,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
102	E20	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-108	\N	E20,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
103	E21	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-109	\N	E21,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
104	E22	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-110	\N	E22,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
105	F03	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-111	\N	F03,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
106	F04	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-112	\N	F04,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
107	F05	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-113	\N	F05,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
108	F06	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-114	\N	F06,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
109	F07	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-115	\N	F07,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
110	F08	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-116	\N	F08,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
111	F09	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-117	\N	F09,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
112	F10	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-118	\N	F10,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
113	F11	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-119	\N	F11,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
114	F12	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-120	\N	F12,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
115	F13	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-121	\N	F13,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
116	F14	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-122	\N	F14,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
117	F15	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-123	\N	F15,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
118	F16	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-124	\N	F16,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
119	F17	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-125	\N	F17,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
120	F18	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-126	\N	F18,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
121	F19	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-127	\N	F19,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
122	F20	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-128	\N	F20,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
123	F21	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-129	\N	F21,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
124	F22	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-130	\N	F22,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
125	G03	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-131	\N	G03,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
126	G04	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-132	\N	G04,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
127	G05	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-133	\N	G05,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
128	G06	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-134	\N	G06,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
129	G07	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-135	\N	G07,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
130	G08	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-136	\N	G08,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
131	G09	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-137	\N	G09,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
132	G10	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-138	\N	G10,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
133	G11	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-139	\N	G11,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
134	G12	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-140	\N	G12,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
135	G13	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-141	\N	G13,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
136	G14	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-142	\N	G14,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
137	G15	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-143	\N	G15,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
138	G16	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-144	\N	G16,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
139	G17	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-145	\N	G17,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
140	G18	6	2008-11-05 09:19:48.718+01	2	3	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-146	\N	G18,4,1	\N	0	\N	\N	f	f	f	f	f	f	f	f	f
