Filename,AcquiredDate,ApplicationName,ApplicationVersion,Camera Bit Depth,Experiment base name,Experiment set,ExposureTime,Frames to Average,Gain,ImageXpress Micro Filter Cube,ImageXpress Micro Objective,Laser focus score,PhysicalSizeX,PhysicalSizeY,PositionX,PositionY,PositionZ,Shading,SizeX,SizeY,SizeZ,Subtract,Temperature,camera-binning-x,camera-binning-y,camera-chip-offset-x,camera-chip-offset-y,gamma,spatial-calibration-state,spatial-calibration-units,stage-label,wavelength
bKB03-2B-1297191313_wA01_s5_z1_t1_cGFP_u001.tif,20110208 18:56:36.173,MetaMorph,3.1.0.79,12,SM110208,SM110208,3 ms,1,Gain 1 (1x),GFP,10X S Fluor,29.1204,0.645,0.645,44384.1,3080.04,11091.5,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,A01 : Site 5,520
bKB03-2B-1297191313_wA01_s6_z1_t1_cCy3_u001.tif,20110208 18:56:39.140,MetaMorph,3.1.0.79,12,SM110208,SM110208,82 ms,1,Gain 1 (1x),Texas Red,10X S Fluor,31.8904,0.645,0.645,45282,3080.04,11098.4,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,A01 : Site 6,624
bKB03-2B-1297191313_wA01_s6_z1_t1_cDAPI_u001.tif,20110208 18:56:38.87,MetaMorph,3.1.0.79,12,SM110208,SM110208,4 ms,1,Gain 1 (1x),DAPI,10X S Fluor,31.8904,0.645,0.645,45282,3080.02,11095.3,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,A01 : Site 6,447
bKB03-2B-1297191313_wA01_s6_z1_t1_cGFP_u001.tif,20110208 18:56:39.959,MetaMorph,3.1.0.79,12,SM110208,SM110208,3 ms,1,Gain 1 (1x),GFP,10X S Fluor,31.8904,0.645,0.645,45282,3080.04,11098.3,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,A01 : Site 6,520
bKB03-2B-1297191313_wA02_s1_z1_t1_cCy3_u001.tif,20110208 19:08:16.763,MetaMorph,3.1.0.79,12,SM110208,SM110208,82 ms,1,Gain 1 (1x),Texas Red,10X S Fluor,29,0.645,0.645,48884,1738.44,11100.6,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,A02 : Site 1,624
bKB03-2B-1297191313_wA02_s1_z1_t1_cDAPI_u001.tif,20110208 19:08:15.709,MetaMorph,3.1.0.79,12,SM110208,SM110208,4 ms,1,Gain 1 (1x),DAPI,10X S Fluor,29,0.645,0.645,48884.1,1738.4,11097.6,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,A02 : Site 1,447
bKB03-2B-1297191313_wA02_s1_z1_t1_cGFP_u001.tif,20110208 19:08:17.566,MetaMorph,3.1.0.79,12,SM110208,SM110208,3 ms,1,Gain 1 (1x),GFP,10X S Fluor,29,0.645,0.645,48884.1,1738.44,11100.5,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,A02 : Site 1,520
bKB03-2B-1297191313_wA02_s2_z1_t1_cCy3_u001.tif,20110208 19:08:20.535,MetaMorph,3.1.0.79,12,SM110208,SM110208,82 ms,1,Gain 1 (1x),Texas Red,10X S Fluor,29.0517,0.645,0.645,49782,1738.44,11097.8,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,A02 : Site 2,624
bKB03-2B-1297191313_wA02_s2_z1_t1_cDAPI_u001.tif,20110208 19:08:19.480,MetaMorph,3.1.0.79,12,SM110208,SM110208,4 ms,1,Gain 1 (1x),DAPI,10X S Fluor,29.0517,0.645,0.645,49782.1,1738.44,11094.8,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,A02 : Site 2,447
bKB03-2B-1297191313_wA02_s2_z1_t1_cGFP_u001.tif,20110208 19:08:21.355,MetaMorph,3.1.0.79,12,SM110208,SM110208,3 ms,1,Gain 1 (1x),GFP,10X S Fluor,29.0517,0.645,0.645,49781.9,1738.44,11097.7,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,A02 : Site 2,520
bKB03-2B-1297191313_wA02_s3_z1_t1_cCy3_u001.tif,20110208 19:08:24.376,MetaMorph,3.1.0.79,12,SM110208,SM110208,82 ms,1,Gain 1 (1x),Texas Red,10X S Fluor,26.8887,0.645,0.645,48884.1,2409.24,11100.2,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,A02 : Site 3,624
bKB03-2B-1297191313_wA02_s3_z1_t1_cDAPI_u001.tif,20110208 19:08:23.319,MetaMorph,3.1.0.79,12,SM110208,SM110208,4 ms,1,Gain 1 (1x),DAPI,10X S Fluor,26.8887,0.645,0.645,48883.9,2409.38,11097,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,A02 : Site 3,447
bKB03-2B-1297191313_wA02_s3_z1_t1_cGFP_u001.tif,20110208 19:08:25.74,MetaMorph,3.1.0.79,12,SM110208,SM110208,3 ms,1,Gain 1 (1x),GFP,10X S Fluor,26.8887,0.645,0.645,48884.2,2409.24,11100,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,A02 : Site 3,520
bKB03-2B-1297191313_wA02_s4_z1_t1_cCy3_u001.tif,20110208 19:08:28.21,MetaMorph,3.1.0.79,12,SM110208,SM110208,82 ms,1,Gain 1 (1x),Texas Red,10X S Fluor,34.2783,0.645,0.645,49782,2409.24,11103.6,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,A02 : Site 4,624
bKB03-2B-1297191313_wA02_s4_z1_t1_cDAPI_u001.tif,20110208 19:08:26.971,MetaMorph,3.1.0.79,12,SM110208,SM110208,4 ms,1,Gain 1 (1x),DAPI,10X S Fluor,34.2783,0.645,0.645,49782,2409.24,11100.4,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,A02 : Site 4,447
bKB03-2B-1297191313_wA02_s4_z1_t1_cGFP_u001.tif,20110208 19:08:28.831,MetaMorph,3.1.0.79,12,SM110208,SM110208,3 ms,1,Gain 1 (1x),GFP,10X S Fluor,34.2783,0.645,0.645,49782,2409.24,11103.4,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,A02 : Site 4,520
bKB03-2B-1297191313_wA02_s5_z1_t1_cCy3_u001.tif,20110208 19:08:31.767,MetaMorph,3.1.0.79,12,SM110208,SM110208,82 ms,1,Gain 1 (1x),Texas Red,10X S Fluor,28.0179,0.645,0.645,48884.2,3080.04,11109.8,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,A02 : Site 5,624
bKB03-2B-1297191313_wA02_s5_z1_t1_cDAPI_u001.tif,20110208 19:08:30.739,MetaMorph,3.1.0.79,12,SM110208,SM110208,4 ms,1,Gain 1 (1x),DAPI,10X S Fluor,28.0179,0.645,0.645,48883.9,3080.16,11106.8,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,A02 : Site 5,447
bKB03-2B-1297191313_wA02_s5_z1_t1_cGFP_u001.tif,20110208 19:08:32.570,MetaMorph,3.1.0.79,12,SM110208,SM110208,3 ms,1,Gain 1 (1x),GFP,10X S Fluor,28.0179,0.645,0.645,48884.3,3080.04,11109.8,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,A02 : Site 5,520
bKB03-2B-1297191313_wA02_s6_z1_t1_cCy3_u001.tif,20110208 19:08:35.795,MetaMorph,3.1.0.79,12,SM110208,SM110208,82 ms,1,Gain 1 (1x),Texas Red,10X S Fluor,31.3688,0.645,0.645,49782,3080.04,11109.3,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,A02 : Site 6,624
bKB03-2B-1297191313_wA02_s6_z1_t1_cDAPI_u001.tif,20110208 19:08:34.593,MetaMorph,3.1.0.79,12,SM110208,SM110208,4 ms,1,Gain 1 (1x),DAPI,10X S Fluor,31.3688,0.645,0.645,49782,3080.04,11106.2,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,A02 : Site 6,447
bKB03-2B-1297191313_wA02_s6_z1_t1_cGFP_u001.tif,20110208 19:08:36.686,MetaMorph,3.1.0.79,12,SM110208,SM110208,3 ms,1,Gain 1 (1x),GFP,10X S Fluor,31.3688,0.645,0.645,49781.9,3080.04,11109.2,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,A02 : Site 6,520
bKB03-2B-1297191313_wA03_s1_z1_t1_cCy3_u001.tif,20110208 19:08:39.904,MetaMorph,3.1.0.79,12,SM110208,SM110208,82 ms,1,Gain 1 (1x),Texas Red,10X S Fluor,28.0179,0.645,0.645,53384.1,1738.44,11105.5,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,A03 : Site 1,624
bKB03-2B-1297191313_wA03_s1_z1_t1_cDAPI_u001.tif,20110208 19:08:38.877,MetaMorph,3.1.0.79,12,SM110208,SM110208,4 ms,1,Gain 1 (1x),DAPI,10X S Fluor,28.0179,0.645,0.645,53384,1738.42,11102.5,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,A03 : Site 1,447
bKB03-2B-1297191313_wA03_s1_z1_t1_cGFP_u001.tif,20110208 19:08:40.716,MetaMorph,3.1.0.79,12,SM110208,SM110208,3 ms,1,Gain 1 (1x),GFP,10X S Fluor,28.0179,0.645,0.645,53384.2,1738.44,11105.4,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,A03 : Site 1,520
bKB03-2B-1297191313_wA03_s2_z1_t1_cCy3_u001.tif,20110208 19:08:43.665,MetaMorph,3.1.0.79,12,SM110208,SM110208,82 ms,1,Gain 1 (1x),Texas Red,10X S Fluor,29,0.645,0.645,54282,1738.44,11101.9,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,A03 : Site 2,624
bKB03-2B-1297191313_wA03_s2_z1_t1_cDAPI_u001.tif,20110208 19:08:42.629,MetaMorph,3.1.0.79,12,SM110208,SM110208,4 ms,1,Gain 1 (1x),DAPI,10X S Fluor,29,0.645,0.645,54282,1738.44,11098.9,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,A03 : Site 2,447
bKB03-2B-1297191313_wA03_s2_z1_t1_cGFP_u001.tif,20110208 19:08:44.466,MetaMorph,3.1.0.79,12,SM110208,SM110208,3 ms,1,Gain 1 (1x),GFP,10X S Fluor,29,0.645,0.645,54282,1738.44,11101.9,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,A03 : Site 2,520
bKB03-2B-1297191313_wA03_s3_z1_t1_cCy3_u001.tif,20110208 19:08:47.763,MetaMorph,3.1.0.79,12,SM110208,SM110208,82 ms,1,Gain 1 (1x),Texas Red,10X S Fluor,64.0234,0.645,0.645,53384.1,2409.24,11105.3,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,A03 : Site 3,624
bKB03-2B-1297191313_wA03_s3_z1_t1_cDAPI_u001.tif,20110208 19:08:46.719,MetaMorph,3.1.0.79,12,SM110208,SM110208,4 ms,1,Gain 1 (1x),DAPI,10X S Fluor,64.0234,0.645,0.645,53383.9,2409.36,11102.4,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,A03 : Site 3,447
bKB03-2B-1297191313_wA03_s3_z1_t1_cGFP_u001.tif,20110208 19:08:48.458,MetaMorph,3.1.0.79,12,SM110208,SM110208,3 ms,1,Gain 1 (1x),GFP,10X S Fluor,64.0234,0.645,0.645,53384.3,2409.24,11105.4,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,A03 : Site 3,520
bKB03-2B-1297191313_wA03_s4_z1_t1_cCy3_u001.tif,20110208 19:08:51.410,MetaMorph,3.1.0.79,12,SM110208,SM110208,82 ms,1,Gain 1 (1x),Texas Red,10X S Fluor,30.5941,0.645,0.645,54282,2409.24,11105.9,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,A03 : Site 4,624
bKB03-2B-1297191313_wA03_s4_z1_t1_cDAPI_u001.tif,20110208 19:08:50.363,MetaMorph,3.1.0.79,12,SM110208,SM110208,4 ms,1,Gain 1 (1x),DAPI,10X S Fluor,30.5941,0.645,0.645,54282.1,2409.24,11102.9,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,A03 : Site 4,447
bKB03-2B-1297191313_wA03_s4_z1_t1_cGFP_u001.tif,20110208 19:08:52.236,MetaMorph,3.1.0.79,12,SM110208,SM110208,3 ms,1,Gain 1 (1x),GFP,10X S Fluor,30.5941,0.645,0.645,54282,2409.26,11105.9,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,A03 : Site 4,520
bKB03-2B-1297191313_wA03_s5_z1_t1_cCy3_u001.tif,20110208 19:08:55.190,MetaMorph,3.1.0.79,12,SM110208,SM110208,82 ms,1,Gain 1 (1x),Texas Red,10X S Fluor,31,0.645,0.645,53384.2,3080.04,11108.7,Off,1392,1040,1,Off,-29.85,1,1,0,0,1,on,um,A03 : Site 5,624
bKB03-2B-1297191313_wA03_s5_z1_t1_cDAPI_u001.tif,20110208 19:08:54.128,MetaMorph,3.1.0.79,12,SM110208,SM110208,4 ms,1,Gain 1 (1x),DAPI,10X S Fluor,31,0.645,0.645,53383.9,3080.12,11105.6,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,A03 : Site 5,447
bKB03-2B-1297191313_wA03_s5_z1_t1_cGFP_u001.tif,20110208 19:08:56.04,MetaMorph,3.1.0.79,12,SM110208,SM110208,3 ms,1,Gain 1 (1x),GFP,10X S Fluor,31,0.645,0.645,53384.2,3080.04,11108.6,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,A03 : Site 5,520
bKB03-2B-1297191313_wA03_s6_z1_t1_cCy3_u001.tif,20110208 19:08:58.954,MetaMorph,3.1.0.79,12,SM110208,SM110208,82 ms,1,Gain 1 (1x),Texas Red,10X S Fluor,29.1376,0.645,0.645,54282,3080.04,11114.1,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,A03 : Site 6,624
bKB03-2B-1297191313_wA03_s6_z1_t1_cDAPI_u001.tif,20110208 19:08:57.904,MetaMorph,3.1.0.79,12,SM110208,SM110208,4 ms,1,Gain 1 (1x),DAPI,10X S Fluor,29.1376,0.645,0.645,54282.1,3080.04,11111,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,A03 : Site 6,447
bKB03-2B-1297191313_wA03_s6_z1_t1_cGFP_u001.tif,20110208 19:08:59.764,MetaMorph,3.1.0.79,12,SM110208,SM110208,3 ms,1,Gain 1 (1x),GFP,10X S Fluor,29.1376,0.645,0.645,54282,3080.04,11114,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,A03 : Site 6,520
bKB03-2B-1297191313_wA04_s1_z1_t1_cCy3_u001.tif,20110208 19:20:30.136,MetaMorph,3.1.0.79,12,SM110208,SM110208,82 ms,1,Gain 1 (1x),Texas Red,10X S Fluor,32.8329,0.645,0.645,57884.1,1738.44,11114.7,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,A04 : Site 1,624
bKB03-2B-1297191313_wA04_s1_z1_t1_cDAPI_u001.tif,20110208 19:20:29.89,MetaMorph,3.1.0.79,12,SM110208,SM110208,4 ms,1,Gain 1 (1x),DAPI,10X S Fluor,32.8329,0.645,0.645,57884.1,1738.44,11111.7,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,A04 : Site 1,447
bKB03-2B-1297191313_wA04_s1_z1_t1_cGFP_u001.tif,20110208 19:20:30.931,MetaMorph,3.1.0.79,12,SM110208,SM110208,3 ms,1,Gain 1 (1x),GFP,10X S Fluor,32.8329,0.645,0.645,57884.1,1738.44,11114.6,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,A04 : Site 1,520
bKB03-2B-1297191313_wA04_s2_z1_t1_cCy3_u001.tif,20110208 19:20:33.974,MetaMorph,3.1.0.79,12,SM110208,SM110208,82 ms,1,Gain 1 (1x),Texas Red,10X S Fluor,29.7658,0.645,0.645,58782,1738.44,11109.9,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,A04 : Site 2,624
bKB03-2B-1297191313_wA04_s2_z1_t1_cDAPI_u001.tif,20110208 19:20:32.867,MetaMorph,3.1.0.79,12,SM110208,SM110208,4 ms,1,Gain 1 (1x),DAPI,10X S Fluor,29.7658,0.645,0.645,58782,1738.44,11106.9,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,A04 : Site 2,447
bKB03-2B-1297191313_wA04_s2_z1_t1_cGFP_u001.tif,20110208 19:20:34.784,MetaMorph,3.1.0.79,12,SM110208,SM110208,3 ms,1,Gain 1 (1x),GFP,10X S Fluor,29.7658,0.645,0.645,58782.2,1738.44,11109.9,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,A04 : Site 2,520
bKB03-2B-1297191313_wA04_s3_z1_t1_cCy3_u001.tif,20110208 19:20:37.773,MetaMorph,3.1.0.79,12,SM110208,SM110208,82 ms,1,Gain 1 (1x),Texas Red,10X S Fluor,29.2746,0.645,0.645,57884,2409.24,11116.9,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,A04 : Site 3,624
bKB03-2B-1297191313_wA04_s3_z1_t1_cDAPI_u001.tif,20110208 19:20:36.732,MetaMorph,3.1.0.79,12,SM110208,SM110208,4 ms,1,Gain 1 (1x),DAPI,10X S Fluor,29.2746,0.645,0.645,57883.9,2409.34,11113.8,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,A04 : Site 3,447
bKB03-2B-1297191313_wA04_s3_z1_t1_cGFP_u001.tif,20110208 19:20:38.592,MetaMorph,3.1.0.79,12,SM110208,SM110208,3 ms,1,Gain 1 (1x),GFP,10X S Fluor,29.2746,0.645,0.645,57884,2409.24,11116.9,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,A04 : Site 3,520
bKB03-2B-1297191313_wA04_s4_z1_t1_cCy3_u001.tif,20110208 19:20:41.546,MetaMorph,3.1.0.79,12,SM110208,SM110208,82 ms,1,Gain 1 (1x),Texas Red,10X S Fluor,33.5559,0.645,0.645,58782,2409.24,11114,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,A04 : Site 4,624
bKB03-2B-1297191313_wA04_s4_z1_t1_cDAPI_u001.tif,20110208 19:20:40.509,MetaMorph,3.1.0.79,12,SM110208,SM110208,4 ms,1,Gain 1 (1x),DAPI,10X S Fluor,33.5559,0.645,0.645,58782.1,2409.24,11111,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,A04 : Site 4,447
bKB03-2B-1297191313_wA04_s4_z1_t1_cGFP_u001.tif,20110208 19:20:42.259,MetaMorph,3.1.0.79,12,SM110208,SM110208,3 ms,1,Gain 1 (1x),GFP,10X S Fluor,33.5559,0.645,0.645,58782.2,2409.24,11114,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,A04 : Site 4,520
bKB03-2B-1297191313_wA04_s5_z1_t1_cCy3_u001.tif,20110208 19:20:45.284,MetaMorph,3.1.0.79,12,SM110208,SM110208,82 ms,1,Gain 1 (1x),Texas Red,10X S Fluor,29.5296,0.645,0.645,57884.1,3080.04,11120.5,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,A04 : Site 5,624
bKB03-2B-1297191313_wA04_s5_z1_t1_cDAPI_u001.tif,20110208 19:20:44.214,MetaMorph,3.1.0.79,12,SM110208,SM110208,4 ms,1,Gain 1 (1x),DAPI,10X S Fluor,29.5296,0.645,0.645,57883.9,3080.2,11117.5,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,A04 : Site 5,447
bKB03-2B-1297191313_wA04_s5_z1_t1_cGFP_u001.tif,20110208 19:20:46.94,MetaMorph,3.1.0.79,12,SM110208,SM110208,3 ms,1,Gain 1 (1x),GFP,10X S Fluor,29.5296,0.645,0.645,57884,3080.04,11120.6,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,A04 : Site 5,520
bKB03-2B-1297191313_wA04_s6_z1_t1_cCy3_u001.tif,20110208 19:20:49.183,MetaMorph,3.1.0.79,12,SM110208,SM110208,82 ms,1,Gain 1 (1x),Texas Red,10X S Fluor,32.9393,0.645,0.645,58782,3080.04,11121.3,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,A04 : Site 6,624
bKB03-2B-1297191313_wA04_s6_z1_t1_cDAPI_u001.tif,20110208 19:20:48.14,MetaMorph,3.1.0.79,12,SM110208,SM110208,4 ms,1,Gain 1 (1x),DAPI,10X S Fluor,32.9393,0.645,0.645,58782,3080.02,11118.3,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,A04 : Site 6,447
bKB03-2B-1297191313_wA04_s6_z1_t1_cGFP_u001.tif,20110208 19:20:49.983,MetaMorph,3.1.0.79,12,SM110208,SM110208,3 ms,1,Gain 1 (1x),GFP,10X S Fluor,32.9393,0.645,0.645,58781.9,3080.04,11121.3,Off,1392,1040,1,Off,-30.05,1,1,0,0,1,on,um,A04 : Site 6,520
bKB03-2B-1297191313_wA05_s1_z1_t1_cCy3_u001.tif,20110208 19:20:53.308,MetaMorph,3.1.0.79,12,SM110208,SM110208,82 ms,1,Gain 1 (1x),Texas Red,10X S Fluor,27.074,0.645,0.645,62384.1,1738.44,11114.4,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,A05 : Site 1,624
bKB03-2B-1297191313_wA05_s1_z1_t1_cDAPI_u001.tif,20110208 19:20:52.148,MetaMorph,3.1.0.79,12,SM110208,SM110208,4 ms,1,Gain 1 (1x),DAPI,10X S Fluor,27.074,0.645,0.645,62384,1738.42,11111.4,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,A05 : Site 1,447
bKB03-2B-1297191313_wA05_s1_z1_t1_cGFP_u001.tif,20110208 19:20:54.08,MetaMorph,3.1.0.79,12,SM110208,SM110208,3 ms,1,Gain 1 (1x),GFP,10X S Fluor,27.074,0.645,0.645,62384.2,1738.44,11114.4,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,A05 : Site 1,520
bKB03-2B-1297191313_wA05_s2_z1_t1_cCy3_u001.tif,20110208 19:20:56.970,MetaMorph,3.1.0.79,12,SM110208,SM110208,82 ms,1,Gain 1 (1x),Texas Red,10X S Fluor,31.5753,0.645,0.645,63282,1738.44,11118,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,A05 : Site 2,624
