11	20081105092259900-1	2	\N	2008-11-05 09:22:59.203+01	2008-11-05 09:22:59.313+01	t	2009-03-23 15:34:44.462776+01	8	1	t	\N	4	\N	2	0	\N	2014-04-01 09:56:25.410678+02	PHYSICAL	f	f	f	f	f	f	f	'/20081105092259900-1':1A '20081105092259900-1':2B
12	20081105092359990-2	2	\N	2008-11-05 09:22:59.203+01	2008-11-05 09:22:59.313+01	t	2009-03-23 15:34:44.462776+01	8	1	t	\N	4	\N	2	0	\N	2014-04-01 09:56:25.410678+02	PHYSICAL	f	f	f	f	f	f	f	'/20081105092359990-2':1A '20081105092359990-2':2B
14	20110509092359990-11	2	\N	2011-05-09 10:22:59.203+02	2011-05-09 10:22:59.313+02	t	2011-05-09 16:34:44.462776+02	8	1	t	\N	\N	\N	4	0	\N	2014-04-01 09:56:25.410678+02	PHYSICAL	f	f	f	f	f	f	f	'/20110509092359990-11':1A '20110509092359990-11':2B
15	20110509092359990-12	2	\N	2011-05-09 10:22:59.203+02	2011-05-09 10:22:59.313+02	t	2011-05-09 16:34:44.462776+02	8	1	t	\N	\N	\N	4	0	\N	2014-04-01 09:56:25.410678+02	PHYSICAL	f	f	f	f	f	f	f	'/20110509092359990-12':1A '20110509092359990-12':2B
17	20110805092359990-17	2	\N	2008-11-05 09:21:59.203+01	2009-02-09 12:21:47.815468+01	t	2009-03-23 15:34:44.462776+01	20	1	f	1044	\N	\N	2	0	\N	2014-04-01 09:56:25.410678+02	PHYSICAL	f	f	f	f	f	f	f	'/20110805092359990-17':1A '20110805092359990-17':2B
18	20081105092259000-18	2	\N	2008-11-05 09:22:59.203+01	2008-11-05 09:22:59.313+01	t	2009-03-23 15:34:44.462776+01	8	1	t	\N	\N	\N	2	0	\N	2014-04-01 09:56:25.410678+02	PHYSICAL	f	f	f	f	f	f	f	'/20081105092259000-18':1A '20081105092259000-18':2B
20	20081105092259000-20	2	\N	2008-11-05 09:22:59.203+01	2008-11-05 09:22:59.313+01	t	2009-03-23 15:34:44.462776+01	8	1	t	\N	2	\N	2	0	\N	2014-04-01 09:56:25.410678+02	PHYSICAL	f	f	f	f	f	f	f	'/20081105092259000-20':1A '20081105092259000-20':2B
21	20081105092259000-21	2	\N	2008-11-05 09:22:59.203+01	2008-11-05 09:22:59.313+01	t	2009-03-23 15:34:44.462776+01	8	1	t	\N	2	\N	2	0	\N	2014-04-01 09:56:25.410678+02	PHYSICAL	f	f	f	f	f	f	f	'/20081105092259000-21':1A '20081105092259000-21':2B
22	20120619092259000-22	2	\N	2008-11-05 09:22:59.203+01	2008-11-05 09:22:59.313+01	t	2009-03-23 15:34:44.462776+01	23	1	t	\N	2	\N	2	0	\N	2014-04-01 09:56:25.410678+02	PHYSICAL	f	f	f	f	f	f	f	'/20120619092259000-22':1A '20120619092259000-22':2B
27	VALIDATIONS_IMPOS-27	7	\N	2008-11-05 09:22:59.203+01	2008-11-05 09:22:59.313+01	t	2009-03-23 15:34:44.462776+01	23	1	t	\N	2	\N	2	0	\N	2014-04-01 09:56:25.410678+02	PHYSICAL	f	f	f	f	f	f	f	'/validations_impos-27':1A 'validations_impos-27':2B
28	VALIDATIONS_PARENT-28	8	\N	2008-11-05 09:22:59.203+01	2008-11-05 09:22:59.313+01	t	2009-03-23 15:34:44.462776+01	23	1	t	\N	2	\N	2	0	\N	2014-04-01 09:56:25.410678+02	PHYSICAL	f	f	f	f	f	f	f	'/validations_parent-28':1A 'validations_parent-28':2B
32	COMPONENT_1A	2	\N	2011-05-09 10:22:59.203+02	2011-05-09 10:22:59.313+02	t	2011-05-09 16:34:44.462776+02	8	1	t	\N	\N	\N	2	0	\N	2014-04-01 09:56:25.410678+02	PHYSICAL	f	f	f	f	f	f	f	'/component_1a':1A 'component_1a':2B
33	COMPONENT_2A	2	\N	2011-05-09 10:22:59.203+02	2011-05-09 10:22:59.313+02	t	2011-05-09 16:34:44.462776+02	8	1	t	\N	\N	\N	2	0	\N	2014-04-01 09:56:25.410678+02	PHYSICAL	f	f	f	f	f	f	f	'/component_2a':1A 'component_2a':2B
34	COMPONENT_1B	2	\N	2011-05-09 10:22:59.203+02	2011-05-09 10:22:59.313+02	t	2011-05-09 16:34:44.462776+02	8	1	t	\N	\N	\N	2	0	\N	2014-04-01 09:56:25.410678+02	PHYSICAL	f	f	f	f	f	f	f	'/component_1b':1A 'component_1b':2B
35	DATASET-TO-DELETE	1	\N	2008-11-05 09:22:59.203+01	2008-11-05 09:22:59.313+01	t	2009-03-23 15:34:44.462776+01	23	1	t	\N	2	\N	2	0	\N	2014-04-01 09:56:25.410678+02	PHYSICAL	f	f	f	f	f	f	f	'/dataset-to-delete':1A 'dataset-to-delete':2B
38	COMPONENT_3A	2	\N	2011-05-09 10:22:59.203+02	2011-05-09 10:22:59.313+02	t	2011-05-09 16:34:44.462776+02	8	1	t	\N	\N	\N	2	0	\N	2014-04-01 09:56:25.410678+02	PHYSICAL	f	f	f	f	f	f	f	'/component_3a':1A 'component_3a':2B
39	COMPONENT_3AB	2	\N	2011-05-09 10:22:59.203+02	2011-05-09 10:22:59.313+02	t	2011-05-09 16:34:44.462776+02	8	1	t	\N	\N	\N	2	0	\N	2014-04-01 09:56:25.410678+02	PHYSICAL	f	f	f	f	f	f	f	'/component_3ab':1A 'component_3ab':2B
40	COMPONENT_3Ax	2	\N	2011-05-09 10:22:59.203+02	2011-05-09 10:22:59.313+02	t	2011-05-09 16:34:44.462776+02	23	1	t	\N	\N	\N	2	0	\N	2014-04-01 09:56:25.410678+02	PHYSICAL	f	f	f	f	f	f	f	'/component_3ax':1A 'component_3ax':2B
23	20120628092259000-23	5	\N	2008-11-05 09:22:59.203+01	2008-11-05 09:22:59.313+01	t	2009-03-23 15:34:44.462776+01	\N	1	t	325	2	\N	2	0	\N	2014-04-01 09:56:25.410678+02	LINK	f	f	f	f	f	f	f	'/20120628092259000-23':1A '20120628092259000-23':2B
24	20120628092259000-24	5	\N	2008-11-05 09:22:59.203+01	2008-11-05 09:22:59.313+01	t	2009-03-23 15:34:44.462776+01	23	1	t	\N	2	\N	2	0	\N	2014-04-01 09:56:25.410678+02	LINK	f	f	f	f	f	f	f	'/20120628092259000-24':1A '20120628092259000-24':2B
25	20120628092259000-25	5	\N	2008-11-05 09:22:59.203+01	2008-11-05 09:22:59.313+01	t	2009-03-23 15:34:44.462776+01	23	1	t	\N	2	\N	2	0	\N	2014-04-01 09:56:25.410678+02	LINK	f	f	f	f	f	f	f	'/20120628092259000-25':1A '20120628092259000-25':2B
41	20120628092259000-41	5	\N	2008-11-05 09:22:59.203+01	2008-11-05 09:22:59.313+01	t	2009-03-23 15:34:44.462776+01	23	1	t	1054	2	\N	2	0	\N	2014-04-01 09:56:25.410678+02	LINK	f	f	f	f	f	f	f	'/20120628092259000-41':1A '20120628092259000-41':2B
