FWHM by Color and Cycle
Run name: 120420_SN792_0109_BC0P8LACXX
Instrument name: BS-DSFCONTROL03
Run Started: Sunday, April 22, 2012 2:16 PM
Maximum number of cycles: 57
Input Directory: E:\Illumina\HiSeqTemp\120420_SN792_0109_BC0P8LACXX
Output Directory: Y:\120420_SN792_0109_BC0P8LACXX
Total number of reads: 2
Number of lanes: 8
Number of tiles per lane: 96
Color	Cycle	Lane	Tile	FWHM
1	1	3	2301	2.989097
1	1	3	2302	2.997508
1	1	3	2303	2.968347
1	1	3	2304	2.949609
1	1	3	2305	2.941075
1	1	3	2306	2.962112
1	1	3	2307	2.947181
1	1	3	2308	2.915233
1	1	3	2309	2.877177
1	1	3	2310	2.859094
1	1	3	2311	2.850104
1	1	3	2312	2.80393
1	1	3	2313	2.793495
1	1	3	2314	2.748018
1	1	3	2315	2.746882
1	1	3	2316	2.729382
1	1	4	1101	2.78668
1	1	4	1102	2.773215
1	1	4	1103	2.757975
1	1	4	1104	2.765466
1	1	4	1105	2.755879
1	1	4	1106	2.746947
1	1	4	1107	2.773863
1	1	4	1108	2.753046
1	1	4	1109	2.724083
1	1	4	1110	2.722798
1	1	4	1111	2.709694
1	1	4	1112	2.710632
1	1	4	1113	2.67622
1	1	4	1114	2.645527
1	1	4	1115	2.643642
1	1	4	1116	2.635924
1	1	4	1201	2.794724
1	1	4	1202	2.804398
1	1	4	1203	2.784093
1	1	4	1204	2.78172
1	1	4	1205	2.776566
1	1	4	1206	2.787116
1	1	4	1207	2.776151
1	1	4	1208	2.758738
1	1	4	1209	2.726218
1	1	4	1210	2.724988
1	1	4	1211	2.724347
1	1	4	1212	2.718732
1	1	4	1213	2.690492
1	1	4	1214	2.634865
1	1	4	1215	2.638475
1	1	4	1216	2.622878
1	1	4	1301	2.808502
1	1	4	1302	2.791555
1	1	4	1303	2.769767
1	1	4	1304	2.765028
1	1	4	1305	2.757067
1	1	4	1306	2.753277
1	1	4	1307	2.783959
1	1	4	1308	2.72907
1	1	4	1309	2.726819
1	1	4	1310	2.709342
1	1	4	1311	2.698378
1	1	4	1312	2.676617
1	1	4	1313	2.663525
1	1	4	1314	2.635874
1	1	4	1315	2.638359
1	1	4	1316	2.610581
1	1	4	2101	2.768062
1	1	4	2102	2.772691
1	1	4	2103	2.756087
1	1	4	2104	2.77319
1	1	4	2105	2.772328
1	1	4	2106	2.757317
1	1	4	2107	2.747719
1	1	4	2108	2.73612
1	1	4	2109	2.728934
1	1	4	2110	2.722788
1	1	4	2111	2.695362
1	1	4	2112	2.686999
1	1	4	2113	2.680433
1	1	4	2114	2.667636
1	1	4	2115	2.661686
1	1	4	2116	2.667818
1	1	4	2201	2.774409
1	1	4	2202	2.755178
1	1	4	2203	2.742255
1	1	4	2204	2.763984
1	1	4	2205	2.761452
1	1	4	2206	2.752099
1	1	4	2207	2.750214
1	1	4	2208	2.722669
1	1	4	2209	2.702786
1	1	4	2210	2.668717
1	1	4	2211	2.671823
1	1	4	2212	2.641336
1	1	4	2213	2.646286
1	1	4	2214	2.663503
1	1	4	2215	2.654383
1	1	4	2216	2.641351
1	1	4	2301	2.7859
1	1	4	2302	2.766911
1	1	4	2303	2.748643
1	1	4	2304	2.759161
1	1	4	2305	2.767748
1	1	4	2306	2.786971
1	1	4	2307	2.779461
1	1	4	2308	2.735681
1	1	4	2309	2.703682
1	1	4	2310	2.715371
1	1	4	2311	2.704513
1	1	4	2312	2.674452
1	1	4	2313	2.658462
1	1	4	2314	2.675565
1	1	4	2315	2.664418
1	1	4	2316	2.636591
1	1	5	1101	3.42472
1	1	5	1102	3.371096
1	1	5	1103	3.357311
1	1	5	1104	3.344977
1	1	5	1105	3.327735
1	1	5	1106	3.345027
1	1	5	1107	3.32116
1	1	5	1108	3.267536
1	1	5	1109	3.240197
1	1	5	1110	3.243141
1	1	5	1111	3.227198
1	1	5	1112	3.212541
1	1	5	1113	3.187196
1	1	5	1114	3.171843
1	1	5	1115	3.162462
1	1	5	1116	3.122329
1	1	5	1201	3.357077
1	1	5	1202	3.363069
1	1	5	1203	3.319386
1	1	5	1204	3.325099
1	1	5	1205	3.321338
1	1	5	1206	3.318927
1	1	5	1207	3.317055
1	1	5	1208	3.264116
1	1	5	1209	3.255528
1	1	5	1210	3.236846
1	1	5	1211	3.233677
1	1	5	1212	3.230504
1	1	5	1213	3.173613
1	1	5	1214	3.145586
1	1	5	1215	3.123778
1	1	5	1216	3.103234
1	1	5	1301	3.389727
1	1	5	1302	3.373413
1	1	5	1303	3.356282
1	1	5	1304	3.312951
1	1	5	1305	3.302894
1	1	5	1306	3.306605
1	1	5	1307	3.285977
1	1	5	1308	3.269176
1	1	5	1309	3.228243
1	1	5	1310	3.226888
1	1	5	1311	3.211492
1	1	5	1312	3.212404
1	1	5	1313	3.180752
1	1	5	1314	3.144814
1	1	5	1315	3.09828
1	1	5	1316	3.090547
1	1	5	2101	3.442046
1	1	5	2102	3.419921
1	1	5	2103	3.389862
1	1	5	2104	3.353352
1	1	5	2105	3.363949
1	1	5	2106	3.359206
1	1	5	2107	3.369554
1	1	5	2108	3.302131
1	1	5	2109	3.281609
1	1	5	2110	3.284271
1	1	5	2111	3.290474
1	1	5	2112	3.217386
1	1	5	2113	3.212691
1	1	5	2114	3.185522
1	1	5	2115	3.170383
1	1	5	2116	3.16152
1	1	5	2201	3.376164
1	1	5	2202	3.342697
1	1	5	2203	3.342927
1	1	5	2204	3.336118
1	1	5	2205	3.307544
1	1	5	2206	3.317171
1	1	5	2207	3.340716
1	1	5	2208	3.262684
1	1	5	2209	3.247171
1	1	5	2210	3.238238
1	1	5	2211	3.205047
1	1	5	2212	3.185209
1	1	5	2213	3.201123
1	1	5	2214	3.157791
1	1	5	2215	3.156355
1	1	5	2216	3.120259
1	1	5	2301	3.404243
1	1	5	2302	3.395791
1	1	5	2303	3.349809
1	1	5	2304	3.342407
1	1	5	2305	3.353237
1	1	5	2306	3.322855
1	1	5	2307	3.307672
1	1	5	2308	3.302442
1	1	5	2309	3.274567
1	1	5	2310	3.25072
1	1	5	2311	3.240419
1	1	5	2312	3.218116
1	1	5	2313	3.197973
1	1	5	2314	3.17363
1	1	5	2315	3.147885
1	1	5	2316	3.160526
1	1	6	1101	2.790148
1	1	6	1102	2.805795
1	1	6	1103	2.779211
1	1	6	1104	2.75978
1	1	6	1105	2.749198
1	1	6	1106	2.756919
1	1	6	1107	2.745212
1	1	6	1108	2.713087
1	1	6	1109	2.699654
1	1	6	1110	2.703151
1	1	6	1111	2.707871
1	1	6	1112	2.676152
1	1	6	1113	2.667614
1	1	6	1114	2.6458
1	1	6	1115	2.631767
1	1	6	1116	2.617214
1	1	6	1201	2.801489
1	1	6	1202	2.837996
1	1	6	1203	2.783973
1	1	6	1204	2.769469
1	1	6	1205	2.761471
1	1	6	1206	2.758695
1	1	6	1207	2.753852
1	1	6	1208	2.727875
1	1	6	1209	2.719712
1	1	6	1210	2.699303
1	1	6	1211	2.699956
1	1	6	1212	2.691863
1	1	6	1213	2.663779
1	1	6	1214	2.665442
1	1	6	1215	2.602399
1	1	6	1216	2.596202
1	1	6	1301	2.787314
1	1	6	1302	2.815855
1	1	6	1303	2.757384
1	1	6	1304	2.765007
1	1	6	1305	2.76477
1	1	6	1306	2.770647
1	1	6	1307	2.747627
1	1	6	1308	2.742372
1	1	6	1309	2.706523
1	1	6	1310	2.692138
1	1	6	1311	2.685331
1	1	6	1312	2.684139
1	1	6	1313	2.665179
1	1	6	1314	2.640282
1	1	6	1315	2.60841
1	1	6	1316	2.618433
1	1	6	2101	2.818988
1	1	6	2102	2.808057
1	1	6	2103	2.781453
1	1	6	2104	2.789296
1	1	6	2105	2.772858
1	1	6	2106	2.791607
1	1	6	2107	2.741316
1	1	6	2108	2.742361
1	1	6	2109	2.736884
1	1	6	2110	2.724761
1	1	6	2111	2.726578
1	1	6	2112	2.668766
1	1	6	2113	2.676645
1	1	6	2114	2.662574
1	1	6	2115	2.655748
1	1	6	2116	2.640419
1	1	6	2201	2.808135
1	1	6	2202	2.809941
1	1	6	2203	2.770926
1	1	6	2204	2.755699
1	1	6	2205	2.742787
1	1	6	2206	2.754678
1	1	6	2207	2.729717
1	1	6	2208	2.708028
1	1	6	2209	2.697397
1	1	6	2210	2.689309
1	1	6	2211	2.675365
1	1	6	2212	2.646555
1	1	6	2213	2.648437
1	1	6	2214	2.615222
1	1	6	2215	2.660631
1	1	6	2216	2.629829
1	1	6	2301	2.822333
1	1	6	2302	2.807915
1	1	6	2303	2.77754
1	1	6	2304	2.772719
1	1	6	2305	2.770168
1	1	6	2306	2.771956
1	1	6	2307	2.748759
1	1	6	2308	2.736087
1	1	6	2309	2.733052
1	1	6	2310	2.721481
1	1	6	2311	2.713316
1	1	6	2312	2.681365
1	1	6	2313	2.650888
1	1	6	2314	2.664148
1	1	6	2315	2.673449
1	1	6	2316	2.648826
1	1	7	1101	3.153061
1	1	7	1102	3.108476
1	1	7	1103	3.076453
1	1	7	1104	3.075354
1	1	7	1105	3.065497
1	1	7	1106	3.023972
1	1	7	1107	3.008359
1	1	7	1108	2.978369
1	1	7	1109	2.969695
1	1	7	1110	2.950097
1	1	7	1111	2.921203
1	1	7	1112	2.913256
1	1	7	1113	2.893348
1	1	7	1114	2.82726
1	1	7	1115	2.825243
1	1	7	1116	2.791029
1	1	7	1201	3.158563
1	1	7	1202	3.152057
1	1	7	1203	3.11928
1	1	7	1204	3.113625
1	1	7	1205	3.08567
1	1	7	1206	3.04916
1	1	7	1207	3.027911
1	1	7	1208	3.002822
1	1	7	1209	2.949061
1	1	7	1210	2.934866
1	1	7	1211	2.922246
1	1	7	1212	2.890611
1	1	7	1213	2.861794
1	1	7	1214	2.827678
1	1	7	1215	2.788255
1	1	7	1216	2.75815
1	1	7	1301	3.106753
1	1	7	1302	3.081274
1	1	7	1303	3.051134
1	1	7	1304	3.026481
1	1	7	1305	3.016437
1	1	7	1306	2.987695
1	1	7	1307	2.982704
1	1	7	1308	2.980212
1	1	7	1309	2.953752
1	1	7	1310	2.885741
1	1	7	1311	2.892339
1	1	7	1312	2.84992
1	1	7	1313	2.837705
1	1	7	1314	2.789865
1	1	7	1315	2.752952
1	1	7	1316	2.706872
1	1	7	2101	3.197464
1	1	7	2102	3.150203
1	1	7	2103	3.11382
1	1	7	2104	3.095448
1	1	7	2105	3.0742
1	1	7	2106	3.035723
1	1	7	2107	3.022334
1	1	7	2108	2.998124
1	1	7	2109	2.999461
1	1	7	2110	2.956069
1	1	7	2111	2.925354
1	1	7	2112	2.905987
1	1	7	2113	2.870711
1	1	7	2114	2.862595
1	1	7	2115	2.822337
1	1	7	2116	2.796213
1	1	7	2201	3.162778
1	1	7	2202	3.154408
1	1	7	2203	3.101622
1	1	7	2204	3.064542
1	1	7	2205	3.056626
1	1	7	2206	3.035787
1	1	7	2207	3.012052
1	1	7	2208	2.978917
1	1	7	2209	2.967635
1	1	7	2210	2.927501
1	1	7	2211	2.905248
1	1	7	2212	2.911206
1	1	7	2213	2.870887
1	1	7	2214	2.837223
1	1	7	2215	2.817149
1	1	7	2216	2.773471
1	1	7	2301	3.158966
1	1	7	2302	3.119502
1	1	7	2303	3.109822
1	1	7	2304	3.075592
1	1	7	2305	3.009855
1	1	7	2306	3.031125
1	1	7	2307	2.997699
1	1	7	2308	2.990905
1	1	7	2309	2.93851
1	1	7	2310	2.922903
1	1	7	2311	2.90838
1	1	7	2312	2.83711
1	1	7	2313	2.829428
1	1	7	2314	2.822125
1	1	7	2315	2.809583
1	1	7	2316	2.759519
1	1	8	1101	3.154361
1	1	8	1102	3.134042
1	1	8	1103	3.115509
1	1	8	1104	3.090702
1	1	8	1105	3.04477
1	1	8	1106	3.030627
1	1	8	1107	3.008373
1	1	8	1108	2.983223
1	1	8	1109	2.975133
1	1	8	1110	2.93744
1	1	8	1111	2.936275
1	1	8	1112	2.877422
1	1	8	1113	2.878128
1	1	8	1114	2.81238
1	1	8	1115	2.815689
1	1	8	1116	2.786592
1	1	8	1201	3.137236
1	1	8	1202	3.14406
1	1	8	1203	3.076085
1	1	8	1204	3.07218
1	1	8	1205	3.049743
1	1	8	1206	3.04604
1	1	8	1207	3.007484
1	1	8	1208	2.995242
1	1	8	1209	2.964806
1	1	8	1210	2.951258
1	1	8	1211	2.900409
1	1	8	1212	2.878006
1	1	8	1213	2.875688
1	1	8	1214	2.818708
1	1	8	1215	2.785758
1	1	8	1216	2.779131
1	1	8	1301	3.087395
1	1	8	1302	3.086016
1	1	8	1303	3.023247
1	1	8	1304	3.031696
1	1	8	1305	2.999935
1	1	8	1306	2.96301
1	1	8	1307	2.950469
1	1	8	1308	2.925399
1	1	8	1309	2.926776
1	1	8	1310	2.871793
1	1	8	1311	2.884223
1	1	8	1312	2.838953
1	1	8	1313	2.802881
1	1	8	1314	2.766606
1	1	8	1315	2.738156
1	1	8	1316	2.726173
1	1	8	2101	3.140493
1	1	8	2102	3.168206
1	1	8	2103	3.126348
1	1	8	2104	3.111309
1	1	8	2105	3.098746
1	1	8	2106	3.078103
1	1	8	2107	3.047892
1	1	8	2108	3.015336
1	1	8	2109	2.973043
1	1	8	2110	2.983762
1	1	8	2111	2.93565
1	1	8	2112	2.916574
1	1	8	2113	2.873752
1	1	8	2114	2.845431
1	1	8	2115	2.829633
1	1	8	2116	2.79648
1	1	8	2201	3.12447
1	1	8	2202	3.108483
1	1	8	2203	3.097565
1	1	8	2204	3.057614
1	1	8	2205	3.041004
1	1	8	2206	3.035822
1	1	8	2207	3.01459
1	1	8	2208	2.989205
1	1	8	2209	2.964715
1	1	8	2210	2.970582
1	1	8	2211	2.929642
1	1	8	2212	2.877544
1	1	8	2213	2.89499
1	1	8	2214	2.807506
1	1	8	2215	2.82481
1	1	8	2216	2.773988
1	1	8	2301	3.083497
1	1	8	2302	3.073744
1	1	8	2303	3.066316
1	1	8	2304	3.044531
1	1	8	2305	3.033084
1	1	8	2306	3.020336
1	1	8	2307	2.990783
1	1	8	2308	2.947717
1	1	8	2309	2.940851
1	1	8	2310	2.92484
1	1	8	2311	2.886838
1	1	8	2312	2.852424
1	1	8	2313	2.820471
1	1	8	2314	2.793853
1	1	8	2315	2.794355
1	1	8	2316	2.741233
1	2	1	1101	2.956598
1	2	1	1102	2.945166
1	2	1	1103	2.926754
1	2	1	1104	2.902149
1	2	1	1105	2.908956
1	2	1	1106	2.891091
1	2	1	1107	2.859297
1	2	1	1108	2.830091
1	2	1	1109	2.809854
1	2	1	1110	2.833112
1	2	1	1111	2.822607
1	2	1	1112	2.815247
1	2	1	1113	2.763147
1	2	1	1114	2.704755
1	2	1	1115	2.729081
1	2	1	1116	2.712346
1	2	1	1201	3.032585
1	2	1	1202	3.037546
1	2	1	1203	3.009104
1	2	1	1204	3.006662
1	2	1	1205	2.984414
1	2	1	1206	2.933708
1	2	1	1207	2.936626
1	2	1	1208	2.93108
1	2	1	1209	2.868968
1	2	1	1210	2.86867
1	2	1	1211	2.845693
1	2	1	1212	2.813826
1	2	1	1213	2.816439
1	2	1	1214	2.76909
1	2	1	1215	2.769177
1	2	1	1216	2.745912
1	2	1	1301	3.00297
1	2	1	1302	2.988725
1	2	1	1303	2.976877
1	2	1	1304	2.961079
1	2	1	1305	2.934949
1	2	1	1306	2.91887
1	2	1	1307	2.924992
1	2	1	1308	2.895968
1	2	1	1309	2.872875
1	2	1	1310	2.866597
1	2	1	1311	2.828341
1	2	1	1312	2.793883
1	2	1	1313	2.780007
1	2	1	1314	2.755975
1	2	1	1315	2.759298
1	2	1	1316	2.730514
1	2	1	2101	2.986597
1	2	1	2102	2.962425
1	2	1	2103	2.933393
1	2	1	2104	2.941503
1	2	1	2105	2.916414
1	2	1	2106	2.924202
1	2	1	2107	2.882489
1	2	1	2108	2.864638
1	2	1	2109	2.857145
1	2	1	2110	2.834908
1	2	1	2111	2.817925
1	2	1	2112	2.770849
1	2	1	2113	2.777503
1	2	1	2114	2.764665
1	2	1	2115	2.725658
1	2	1	2116	2.733882
1	2	1	2201	3.035775
1	2	1	2202	3.016473
1	2	1	2203	2.964462
1	2	1	2204	2.970904
1	2	1	2205	2.948912
1	2	1	2206	2.947359
1	2	1	2207	2.924729
1	2	1	2208	2.901459
1	2	1	2209	2.861887
1	2	1	2210	2.864667
1	2	1	2211	2.867252
1	2	1	2212	2.840675
1	2	1	2213	2.80389
1	2	1	2214	2.807405
1	2	1	2215	2.762499
1	2	1	2216	2.754238
1	2	1	2301	3.041342
1	2	1	2302	3.027693
1	2	1	2303	2.986913
1	2	1	2304	2.979834
1	2	1	2305	2.949587
1	2	1	2306	2.940967
1	2	1	2307	2.966505
1	2	1	2308	2.938527
1	2	1	2309	2.914684
1	2	1	2310	2.873611
1	2	1	2311	2.866739
1	2	1	2312	2.827471
1	2	1	2313	2.808438
1	2	1	2314	2.780195
1	2	1	2315	2.765894
1	2	1	2316	2.746406
1	2	2	1101	2.8435
1	2	2	1102	2.819442
1	2	2	1103	2.812388
1	2	2	1104	2.828353
1	2	2	1105	2.815713
1	2	2	1106	2.81817
1	2	2	1107	2.819396
1	2	2	1108	2.821463
1	2	2	1109	2.791662
1	2	2	1110	2.774655
1	2	2	1111	2.780777
1	2	2	1112	2.768634
1	2	2	1113	2.730864
1	2	2	1114	2.727917
1	2	2	1115	2.701578
1	2	2	1116	2.691037
1	2	2	1201	2.794748
1	2	2	1202	2.834035
1	2	2	1203	2.837973
1	2	2	1204	2.82507
1	2	2	1205	2.838198
1	2	2	1206	2.84117
1	2	2	1207	2.812439
1	2	2	1208	2.81128
1	2	2	1209	2.796134
1	2	2	1210	2.782503
1	2	2	1211	2.782172
1	2	2	1212	2.749798
1	2	2	1213	2.74564
1	2	2	1214	2.716454
1	2	2	1215	2.705873
1	2	2	1216	2.68289
1	2	2	1301	2.793014
1	2	2	1302	2.827086
1	2	2	1303	2.837913
1	2	2	1304	2.8378
1	2	2	1305	2.824863
1	2	2	1306	2.825653
1	2	2	1307	2.822795
1	2	2	1308	2.813634
1	2	2	1309	2.790133
1	2	2	1310	2.783029
1	2	2	1311	2.776647
1	2	2	1312	2.766208
1	2	2	1313	2.742197
1	2	2	1314	2.719033
1	2	2	1315	2.709913
1	2	2	1316	2.691028
1	2	2	2101	2.842819
1	2	2	2102	2.831225
1	2	2	2103	2.812873
1	2	2	2104	2.815511
1	2	2	2105	2.813431
1	2	2	2106	2.773912
1	2	2	2107	2.781368
1	2	2	2108	2.739882
1	2	2	2109	2.76538
1	2	2	2110	2.732886
1	2	2	2111	2.738326
1	2	2	2112	2.721861
1	2	2	2113	2.732258
1	2	2	2114	2.760829
1	2	2	2115	2.734202
1	2	2	2116	2.692624
1	2	2	2201	2.807939
1	2	2	2202	2.791966
1	2	2	2203	2.764648
1	2	2	2204	2.780557
1	2	2	2205	2.776844
1	2	2	2206	2.76243
1	2	2	2207	2.736605
1	2	2	2208	2.729115
1	2	2	2209	2.722226
1	2	2	2210	2.708016
1	2	2	2211	2.716115
1	2	2	2212	2.682116
1	2	2	2213	2.712221
1	2	2	2214	2.719945
1	2	2	2215	2.716428
1	2	2	2216	2.695012
1	2	2	2301	2.85992
1	2	2	2302	2.851962
1	2	2	2303	2.801469
1	2	2	2304	2.82348
1	2	2	2305	2.809551
1	2	2	2306	2.799357
1	2	2	2307	2.793097
1	2	2	2308	2.757376
1	2	2	2309	2.753964
1	2	2	2310	2.766962
1	2	2	2311	2.760858
1	2	2	2312	2.717645
1	2	2	2313	2.755344
1	2	2	2314	2.762985
1	2	2	2315	2.76423
1	2	2	2316	2.713074
1	2	3	1101	3.000513
1	2	3	1102	2.958764
1	2	3	1103	2.926646
1	2	3	1104	2.945795
1	2	3	1105	2.931688
1	2	3	1106	2.928812
1	2	3	1107	2.908416
1	2	3	1108	2.889882
