33	X-NO-VOL	5	2	\N	2008-11-05 09:18:29.437+01	1
34	BACTERIUM-X	6	2	\N	2008-11-05 09:18:32.871+01	1
35	BACTERIUM-Y	6	2	\N	2008-11-05 09:18:32.871+01	1
36	MYGENE1	3	2	\N	2008-11-05 09:18:36.259+01	1
37	MYGENE2	3	2	\N	2008-11-05 09:18:36.259+01	1
38	913	3	2	\N	2008-11-05 09:18:36.259+01	1
39	1384	3	2	\N	2008-11-05 09:18:36.259+01	1
40	1	3	2	\N	2008-11-05 09:18:36.259+01	1
41	2	3	2	\N	2008-11-05 09:18:36.259+01	1
42	12	3	2	\N	2008-11-05 09:18:36.259+01	1
43	13	3	2	\N	2008-11-05 09:18:36.259+01	1
44	18	3	2	\N	2008-11-05 09:18:36.259+01	1
45	19	3	2	\N	2008-11-05 09:18:36.259+01	1
46	20	3	2	\N	2008-11-05 09:18:36.259+01	1
47	21	3	2	\N	2008-11-05 09:18:36.259+01	1
48	22	3	2	\N	2008-11-05 09:18:36.259+01	1
49	23	3	2	\N	2008-11-05 09:18:36.259+01	1
50	24	3	2	\N	2008-11-05 09:18:36.259+01	1
51	25	3	2	\N	2008-11-05 09:18:36.259+01	1
52	27	3	2	\N	2008-11-05 09:18:36.259+01	1
53	31	3	2	\N	2008-11-05 09:18:36.259+01	1
54	32	3	2	\N	2008-11-05 09:18:36.259+01	1
55	33	3	2	\N	2008-11-05 09:18:36.259+01	1
56	34	3	2	\N	2008-11-05 09:18:36.259+01	1
57	35	3	2	\N	2008-11-05 09:18:36.259+01	1
58	37	3	2	\N	2008-11-05 09:18:36.259+01	1
59	38	3	2	\N	2008-11-05 09:18:36.259+01	1
60	39	3	2	\N	2008-11-05 09:18:36.259+01	1
61	40	3	2	\N	2008-11-05 09:18:36.259+01	1
62	41	3	2	\N	2008-11-05 09:18:36.259+01	1
63	43	3	2	\N	2008-11-05 09:18:36.259+01	1
64	47	3	2	\N	2008-11-05 09:18:36.259+01	1
65	48	3	2	\N	2008-11-05 09:18:36.259+01	1
66	49	3	2	\N	2008-11-05 09:18:36.259+01	1
67	51	3	2	\N	2008-11-05 09:18:36.259+01	1
68	52	3	2	\N	2008-11-05 09:18:36.259+01	1
69	53	3	2	\N	2008-11-05 09:18:36.259+01	1
70	54	3	2	\N	2008-11-05 09:18:36.259+01	1
71	55	3	2	\N	2008-11-05 09:18:36.259+01	1
72	56	3	2	\N	2008-11-05 09:18:36.259+01	1
73	81	3	2	\N	2008-11-05 09:18:36.259+01	1
74	86	3	2	\N	2008-11-05 09:18:36.259+01	1
75	87	3	2	\N	2008-11-05 09:18:36.259+01	1
76	90	3	2	\N	2008-11-05 09:18:36.259+01	1
77	91	3	2	\N	2008-11-05 09:18:36.259+01	1
78	92	3	2	\N	2008-11-05 09:18:36.259+01	1
79	93	3	2	\N	2008-11-05 09:18:36.259+01	1
80	94	3	2	\N	2008-11-05 09:18:36.259+01	1
81	100	3	2	\N	2008-11-05 09:18:36.259+01	1
82	101	3	2	\N	2008-11-05 09:18:36.259+01	1
83	102	3	2	\N	2008-11-05 09:18:36.259+01	1
84	103	3	2	\N	2008-11-05 09:18:36.259+01	1
85	104	3	2	\N	2008-11-05 09:18:36.259+01	1
86	107	3	2	\N	2008-11-05 09:18:36.259+01	1
87	108	3	2	\N	2008-11-05 09:18:36.259+01	1
88	109	3	2	\N	2008-11-05 09:18:36.259+01	1
89	111	3	2	\N	2008-11-05 09:18:36.259+01	1
90	112	3	2	\N	2008-11-05 09:18:36.259+01	1
91	113	3	2	\N	2008-11-05 09:18:36.259+01	1
92	114	3	2	\N	2008-11-05 09:18:36.259+01	1
93	115	3	2	\N	2008-11-05 09:18:36.259+01	1
94	117	3	2	\N	2008-11-05 09:18:36.259+01	1
95	118	3	2	\N	2008-11-05 09:18:36.259+01	1
96	123	3	2	\N	2008-11-05 09:18:36.259+01	1
97	124	3	2	\N	2008-11-05 09:18:36.259+01	1
98	125	3	2	\N	2008-11-05 09:18:36.259+01	1
99	126	3	2	\N	2008-11-05 09:18:36.259+01	1
100	127	3	2	\N	2008-11-05 09:18:36.259+01	1
101	128	3	2	\N	2008-11-05 09:18:36.259+01	1
102	130	3	2	\N	2008-11-05 09:18:36.259+01	1
103	131	3	2	\N	2008-11-05 09:18:36.259+01	1
104	132	3	2	\N	2008-11-05 09:18:36.259+01	1
105	133	3	2	\N	2008-11-05 09:18:36.259+01	1
106	134	3	2	\N	2008-11-05 09:18:36.259+01	1
107	135	3	2	\N	2008-11-05 09:18:36.259+01	1
108	136	3	2	\N	2008-11-05 09:18:36.259+01	1
109	140	3	2	\N	2008-11-05 09:18:36.259+01	1
110	142	3	2	\N	2008-11-05 09:18:36.259+01	1
111	143	3	2	\N	2008-11-05 09:18:36.259+01	1
112	146	3	2	\N	2008-11-05 09:18:36.259+01	1
113	147	3	2	\N	2008-11-05 09:18:36.259+01	1
114	148	3	2	\N	2008-11-05 09:18:36.259+01	1
115	150	3	2	\N	2008-11-05 09:18:36.259+01	1
116	151	3	2	\N	2008-11-05 09:18:36.259+01	1
117	152	3	2	\N	2008-11-05 09:18:36.259+01	1
118	153	3	2	\N	2008-11-05 09:18:36.259+01	1
119	154	3	2	\N	2008-11-05 09:18:36.259+01	1
120	155	3	2	\N	2008-11-05 09:18:36.259+01	1
121	156	3	2	\N	2008-11-05 09:18:36.259+01	1
122	157	3	2	\N	2008-11-05 09:18:36.259+01	1
123	158	3	2	\N	2008-11-05 09:18:36.259+01	1
124	163	3	2	\N	2008-11-05 09:18:36.259+01	1
125	165	3	2	\N	2008-11-05 09:18:36.259+01	1
126	166	3	2	\N	2008-11-05 09:18:36.259+01	1
127	173	3	2	\N	2008-11-05 09:18:36.259+01	1
128	174	3	2	\N	2008-11-05 09:18:36.259+01	1
129	175	3	2	\N	2008-11-05 09:18:36.259+01	1
130	177	3	2	\N	2008-11-05 09:18:36.259+01	1
131	178	3	2	\N	2008-11-05 09:18:36.259+01	1
132	181	3	2	\N	2008-11-05 09:18:36.259+01	1
133	182	3	2	\N	2008-11-05 09:18:36.259+01	1
134	183	3	2	\N	2008-11-05 09:18:36.259+01	1
135	185	3	2	\N	2008-11-05 09:18:36.259+01	1
136	186	3	2	\N	2008-11-05 09:18:36.259+01	1
137	187	3	2	\N	2008-11-05 09:18:36.259+01	1
138	189	3	2	\N	2008-11-05 09:18:36.259+01	1
139	190	3	2	\N	2008-11-05 09:18:36.259+01	1
140	191	3	2	\N	2008-11-05 09:18:36.259+01	1
141	196	3	2	\N	2008-11-05 09:18:36.259+01	1
142	197	3	2	\N	2008-11-05 09:18:36.259+01	1
143	199	3	2	\N	2008-11-05 09:18:36.259+01	1
144	203	3	2	\N	2008-11-05 09:18:36.259+01	1
145	204	3	2	\N	2008-11-05 09:18:36.259+01	1
146	205	3	2	\N	2008-11-05 09:18:36.259+01	1
147	207	3	2	\N	2008-11-05 09:18:36.259+01	1
148	208	3	2	\N	2008-11-05 09:18:36.259+01	1
149	210	3	2	\N	2008-11-05 09:18:36.259+01	1
150	212	3	2	\N	2008-11-05 09:18:36.259+01	1
151	214	3	2	\N	2008-11-05 09:18:36.259+01	1
152	215	3	2	\N	2008-11-05 09:18:36.259+01	1
153	216	3	2	\N	2008-11-05 09:18:36.259+01	1
154	217	3	2	\N	2008-11-05 09:18:36.259+01	1
155	218	3	2	\N	2008-11-05 09:18:36.259+01	1
156	219	3	2	\N	2008-11-05 09:18:36.259+01	1
157	220	3	2	\N	2008-11-05 09:18:36.259+01	1
158	221	3	2	\N	2008-11-05 09:18:36.259+01	1
159	222	3	2	\N	2008-11-05 09:18:36.259+01	1
160	223	3	2	\N	2008-11-05 09:18:36.259+01	1
161	224	3	2	\N	2008-11-05 09:18:36.259+01	1
162	225	3	2	\N	2008-11-05 09:18:36.259+01	1
163	226	3	2	\N	2008-11-05 09:18:36.259+01	1
164	229	3	2	\N	2008-11-05 09:18:36.259+01	1
165	231	3	2	\N	2008-11-05 09:18:36.259+01	1
166	238	3	2	\N	2008-11-05 09:18:36.259+01	1
167	239	3	2	\N	2008-11-05 09:18:36.259+01	1
168	240	3	2	\N	2008-11-05 09:18:36.259+01	1
169	241	3	2	\N	2008-11-05 09:18:36.259+01	1
170	242	3	2	\N	2008-11-05 09:18:36.259+01	1
171	245	3	2	\N	2008-11-05 09:18:36.259+01	1
172	246	3	2	\N	2008-11-05 09:18:36.259+01	1
173	247	3	2	\N	2008-11-05 09:18:36.259+01	1
174	248	3	2	\N	2008-11-05 09:18:36.259+01	1
175	249	3	2	\N	2008-11-05 09:18:36.259+01	1
176	251	3	2	\N	2008-11-05 09:18:36.259+01	1
177	262	3	2	\N	2008-11-05 09:18:36.259+01	1
178	265	3	2	\N	2008-11-05 09:18:36.259+01	1
179	267	3	2	\N	2008-11-05 09:18:36.259+01	1
180	268	3	2	\N	2008-11-05 09:18:36.259+01	1
181	269	3	2	\N	2008-11-05 09:18:36.259+01	1
182	270	3	2	\N	2008-11-05 09:18:36.259+01	1
183	271	3	2	\N	2008-11-05 09:18:36.259+01	1
184	272	3	2	\N	2008-11-05 09:18:36.259+01	1
185	283	3	2	\N	2008-11-05 09:18:36.259+01	1
186	284	3	2	\N	2008-11-05 09:18:36.259+01	1
187	285	3	2	\N	2008-11-05 09:18:36.259+01	1
188	287	3	2	\N	2008-11-05 09:18:36.259+01	1
189	288	3	2	\N	2008-11-05 09:18:36.259+01	1
190	290	3	2	\N	2008-11-05 09:18:36.259+01	1
191	291	3	2	\N	2008-11-05 09:18:36.259+01	1
192	292	3	2	\N	2008-11-05 09:18:36.259+01	1
193	293	3	2	\N	2008-11-05 09:18:36.259+01	1
194	301	3	2	\N	2008-11-05 09:18:36.259+01	1
195	302	3	2	\N	2008-11-05 09:18:36.259+01	1
196	316	3	2	\N	2008-11-05 09:18:36.259+01	1
197	317	3	2	\N	2008-11-05 09:18:36.259+01	1
198	319	3	2	\N	2008-11-05 09:18:36.259+01	1
199	324	3	2	\N	2008-11-05 09:18:36.259+01	1
200	325	3	2	\N	2008-11-05 09:18:36.259+01	1
201	326	3	2	\N	2008-11-05 09:18:36.259+01	1
202	327	3	2	\N	2008-11-05 09:18:36.259+01	1
203	328	3	2	\N	2008-11-05 09:18:36.259+01	1
204	329	3	2	\N	2008-11-05 09:18:36.259+01	1
205	330	3	2	\N	2008-11-05 09:18:36.259+01	1
206	331	3	2	\N	2008-11-05 09:18:36.259+01	1
207	332	3	2	\N	2008-11-05 09:18:36.259+01	1
208	333	3	2	\N	2008-11-05 09:18:36.259+01	1
209	334	3	2	\N	2008-11-05 09:18:36.259+01	1
210	335	3	2	\N	2008-11-05 09:18:36.259+01	1
211	336	3	2	\N	2008-11-05 09:18:36.259+01	1
212	338	3	2	\N	2008-11-05 09:18:36.259+01	1
213	343	3	2	\N	2008-11-05 09:18:36.259+01	1
214	344	3	2	\N	2008-11-05 09:18:36.259+01	1
215	345	3	2	\N	2008-11-05 09:18:36.259+01	1
216	348	3	2	\N	2008-11-05 09:18:36.259+01	1
217	350	3	2	\N	2008-11-05 09:18:36.259+01	1
218	351	3	2	\N	2008-11-05 09:18:36.259+01	1
219	353	3	2	\N	2008-11-05 09:18:36.259+01	1
220	354	3	2	\N	2008-11-05 09:18:36.259+01	1
221	355	3	2	\N	2008-11-05 09:18:36.259+01	1
222	356	3	2	\N	2008-11-05 09:18:36.259+01	1
223	357	3	2	\N	2008-11-05 09:18:36.259+01	1
224	358	3	2	\N	2008-11-05 09:18:36.259+01	1
225	359	3	2	\N	2008-11-05 09:18:36.259+01	1
226	360	3	2	\N	2008-11-05 09:18:36.259+01	1
227	361	3	2	\N	2008-11-05 09:18:36.259+01	1
228	362	3	2	\N	2008-11-05 09:18:36.259+01	1
229	363	3	2	\N	2008-11-05 09:18:36.259+01	1
230	364	3	2	\N	2008-11-05 09:18:36.259+01	1
231	366	3	2	\N	2008-11-05 09:18:36.259+01	1
232	367	3	2	\N	2008-11-05 09:18:36.259+01	1
233	368	3	2	\N	2008-11-05 09:18:36.259+01	1
234	369	3	2	\N	2008-11-05 09:18:36.259+01	1
235	373	3	2	\N	2008-11-05 09:18:36.259+01	1
236	374	3	2	\N	2008-11-05 09:18:36.259+01	1
237	383	3	2	\N	2008-11-05 09:18:36.259+01	1
238	387	3	2	\N	2008-11-05 09:18:36.259+01	1
239	388	3	2	\N	2008-11-05 09:18:36.259+01	1
240	389	3	2	\N	2008-11-05 09:18:36.259+01	1
241	396	3	2	\N	2008-11-05 09:18:36.259+01	1
242	397	3	2	\N	2008-11-05 09:18:36.259+01	1
243	398	3	2	\N	2008-11-05 09:18:36.259+01	1
244	403	3	2	\N	2008-11-05 09:18:36.259+01	1
245	405	3	2	\N	2008-11-05 09:18:36.259+01	1
246	406	3	2	\N	2008-11-05 09:18:36.259+01	1
247	407	3	2	\N	2008-11-05 09:18:36.259+01	1
248	408	3	2	\N	2008-11-05 09:18:36.259+01	1
249	409	3	2	\N	2008-11-05 09:18:36.259+01	1
250	410	3	2	\N	2008-11-05 09:18:36.259+01	1
251	411	3	2	\N	2008-11-05 09:18:36.259+01	1
252	412	3	2	\N	2008-11-05 09:18:36.259+01	1
253	414	3	2	\N	2008-11-05 09:18:36.259+01	1
254	415	3	2	\N	2008-11-05 09:18:36.259+01	1
255	416	3	2	\N	2008-11-05 09:18:36.259+01	1
256	427	3	2	\N	2008-11-05 09:18:36.259+01	1
257	429	3	2	\N	2008-11-05 09:18:36.259+01	1
258	430	3	2	\N	2008-11-05 09:18:36.259+01	1
259	432	3	2	\N	2008-11-05 09:18:36.259+01	1
260	433	3	2	\N	2008-11-05 09:18:36.259+01	1
261	438	3	2	\N	2008-11-05 09:18:36.259+01	1
262	440	3	2	\N	2008-11-05 09:18:36.259+01	1
263	443	3	2	\N	2008-11-05 09:18:36.259+01	1
264	444	3	2	\N	2008-11-05 09:18:36.259+01	1
265	445	3	2	\N	2008-11-05 09:18:36.259+01	1
266	462	3	2	\N	2008-11-05 09:18:36.259+01	1
267	466	3	2	\N	2008-11-05 09:18:36.259+01	1
268	472	3	2	\N	2008-11-05 09:18:36.259+01	1
269	474	3	2	\N	2008-11-05 09:18:36.259+01	1
270	476	3	2	\N	2008-11-05 09:18:36.259+01	1
271	477	3	2	\N	2008-11-05 09:18:36.259+01	1
272	478	3	2	\N	2008-11-05 09:18:36.259+01	1
273	479	3	2	\N	2008-11-05 09:18:36.259+01	1
274	480	3	2	\N	2008-11-05 09:18:36.259+01	1
275	486	3	2	\N	2008-11-05 09:18:36.259+01	1
276	487	3	2	\N	2008-11-05 09:18:36.259+01	1
277	488	3	2	\N	2008-11-05 09:18:36.259+01	1
278	489	3	2	\N	2008-11-05 09:18:36.259+01	1
279	490	3	2	\N	2008-11-05 09:18:36.259+01	1
280	491	3	2	\N	2008-11-05 09:18:36.259+01	1
281	492	3	2	\N	2008-11-05 09:18:36.259+01	1
282	493	3	2	\N	2008-11-05 09:18:36.259+01	1
283	495	3	2	\N	2008-11-05 09:18:36.259+01	1
284	496	3	2	\N	2008-11-05 09:18:36.259+01	1
285	498	3	2	\N	2008-11-05 09:18:36.259+01	1
286	501	3	2	\N	2008-11-05 09:18:36.259+01	1
287	506	3	2	\N	2008-11-05 09:18:36.259+01	1
288	523	3	2	\N	2008-11-05 09:18:36.259+01	1
289	525	3	2	\N	2008-11-05 09:18:36.259+01	1
290	526	3	2	\N	2008-11-05 09:18:36.259+01	1
291	528	3	2	\N	2008-11-05 09:18:36.259+01	1
292	538	3	2	\N	2008-11-05 09:18:36.259+01	1
293	540	3	2	\N	2008-11-05 09:18:36.259+01	1
294	545	3	2	\N	2008-11-05 09:18:36.259+01	1
295	546	3	2	\N	2008-11-05 09:18:36.259+01	1
296	547	3	2	\N	2008-11-05 09:18:36.259+01	1
297	550	3	2	\N	2008-11-05 09:18:36.259+01	1
298	551	3	2	\N	2008-11-05 09:18:36.259+01	1
299	552	3	2	\N	2008-11-05 09:18:36.259+01	1
300	553	3	2	\N	2008-11-05 09:18:36.259+01	1
301	554	3	2	\N	2008-11-05 09:18:36.259+01	1
302	558	3	2	\N	2008-11-05 09:18:36.259+01	1
303	566	3	2	\N	2008-11-05 09:18:36.259+01	1
304	567	3	2	\N	2008-11-05 09:18:36.259+01	1
305	572	3	2	\N	2008-11-05 09:18:36.259+01	1
306	573	3	2	\N	2008-11-05 09:18:36.259+01	1
307	575	3	2	\N	2008-11-05 09:18:36.259+01	1
308	576	3	2	\N	2008-11-05 09:18:36.259+01	1
309	577	3	2	\N	2008-11-05 09:18:36.259+01	1
310	578	3	2	\N	2008-11-05 09:18:36.259+01	1
311	580	3	2	\N	2008-11-05 09:18:36.259+01	1
312	581	3	2	\N	2008-11-05 09:18:36.259+01	1
313	583	3	2	\N	2008-11-05 09:18:36.259+01	1
314	586	3	2	\N	2008-11-05 09:18:36.259+01	1
315	587	3	2	\N	2008-11-05 09:18:36.259+01	1
316	590	3	2	\N	2008-11-05 09:18:36.259+01	1
317	593	3	2	\N	2008-11-05 09:18:36.259+01	1
318	595	3	2	\N	2008-11-05 09:18:36.259+01	1
319	596	3	2	\N	2008-11-05 09:18:36.259+01	1
320	597	3	2	\N	2008-11-05 09:18:36.259+01	1
321	598	3	2	\N	2008-11-05 09:18:36.259+01	1
322	599	3	2	\N	2008-11-05 09:18:36.259+01	1
323	602	3	2	\N	2008-11-05 09:18:36.259+01	1
324	604	3	2	\N	2008-11-05 09:18:36.259+01	1
325	605	3	2	\N	2008-11-05 09:18:36.259+01	1
326	607	3	2	\N	2008-11-05 09:18:36.259+01	1
327	608	3	2	\N	2008-11-05 09:18:36.259+01	1
328	610	3	2	\N	2008-11-05 09:18:36.259+01	1
329	611	3	2	\N	2008-11-05 09:18:36.259+01	1
330	613	3	2	\N	2008-11-05 09:18:36.259+01	1
331	617	3	2	\N	2008-11-05 09:18:36.259+01	1
332	622	3	2	\N	2008-11-05 09:18:36.259+01	1
333	623	3	2	\N	2008-11-05 09:18:36.259+01	1
334	624	3	2	\N	2008-11-05 09:18:36.259+01	1
335	627	3	2	\N	2008-11-05 09:18:36.259+01	1
336	629	3	2	\N	2008-11-05 09:18:36.259+01	1
337	634	3	2	\N	2008-11-05 09:18:36.259+01	1
338	637	3	2	\N	2008-11-05 09:18:36.259+01	1
339	638	3	2	\N	2008-11-05 09:18:36.259+01	1
340	640	3	2	\N	2008-11-05 09:18:36.259+01	1
341	641	3	2	\N	2008-11-05 09:18:36.259+01	1
342	642	3	2	\N	2008-11-05 09:18:36.259+01	1
343	643	3	2	\N	2008-11-05 09:18:36.259+01	1
344	648	3	2	\N	2008-11-05 09:18:36.259+01	1
345	649	3	2	\N	2008-11-05 09:18:36.259+01	1
346	650	3	2	\N	2008-11-05 09:18:36.259+01	1
347	651	3	2	\N	2008-11-05 09:18:36.259+01	1
348	652	3	2	\N	2008-11-05 09:18:36.259+01	1
349	653	3	2	\N	2008-11-05 09:18:36.259+01	1
350	654	3	2	\N	2008-11-05 09:18:36.259+01	1
351	655	3	2	\N	2008-11-05 09:18:36.259+01	1
352	656	3	2	\N	2008-11-05 09:18:36.259+01	1
353	657	3	2	\N	2008-11-05 09:18:36.259+01	1
354	658	3	2	\N	2008-11-05 09:18:36.259+01	1
355	659	3	2	\N	2008-11-05 09:18:36.259+01	1
356	660	3	2	\N	2008-11-05 09:18:36.259+01	1
357	662	3	2	\N	2008-11-05 09:18:36.259+01	1
358	664	3	2	\N	2008-11-05 09:18:36.259+01	1
359	665	3	2	\N	2008-11-05 09:18:36.259+01	1
360	666	3	2	\N	2008-11-05 09:18:36.259+01	1
361	668	3	2	\N	2008-11-05 09:18:36.259+01	1
362	669	3	2	\N	2008-11-05 09:18:36.259+01	1
363	670	3	2	\N	2008-11-05 09:18:36.259+01	1
364	671	3	2	\N	2008-11-05 09:18:36.259+01	1
365	672	3	2	\N	2008-11-05 09:18:36.259+01	1
366	673	3	2	\N	2008-11-05 09:18:36.259+01	1
367	675	3	2	\N	2008-11-05 09:18:36.259+01	1
368	680	3	2	\N	2008-11-05 09:18:36.259+01	1
369	682	3	2	\N	2008-11-05 09:18:36.259+01	1
370	684	3	2	\N	2008-11-05 09:18:36.259+01	1
371	685	3	2	\N	2008-11-05 09:18:36.259+01	1
372	686	3	2	\N	2008-11-05 09:18:36.259+01	1
373	695	3	2	\N	2008-11-05 09:18:36.259+01	1
374	696	3	2	\N	2008-11-05 09:18:36.259+01	1
375	699	3	2	\N	2008-11-05 09:18:36.259+01	1
376	701	3	2	\N	2008-11-05 09:18:36.259+01	1
377	706	3	2	\N	2008-11-05 09:18:36.259+01	1
378	710	3	2	\N	2008-11-05 09:18:36.259+01	1
379	715	3	2	\N	2008-11-05 09:18:36.259+01	1
380	716	3	2	\N	2008-11-05 09:18:36.259+01	1
381	717	3	2	\N	2008-11-05 09:18:36.259+01	1
382	718	3	2	\N	2008-11-05 09:18:36.259+01	1
383	719	3	2	\N	2008-11-05 09:18:36.259+01	1
384	726	3	2	\N	2008-11-05 09:18:36.259+01	1
385	727	3	2	\N	2008-11-05 09:18:36.259+01	1
386	728	3	2	\N	2008-11-05 09:18:36.259+01	1
387	729	3	2	\N	2008-11-05 09:18:36.259+01	1
388	730	3	2	\N	2008-11-05 09:18:36.259+01	1
389	731	3	2	\N	2008-11-05 09:18:36.259+01	1
390	732	3	2	\N	2008-11-05 09:18:36.259+01	1
391	733	3	2	\N	2008-11-05 09:18:36.259+01	1
392	735	3	2	\N	2008-11-05 09:18:36.259+01	1
393	747	3	2	\N	2008-11-05 09:18:36.259+01	1
394	753	3	2	\N	2008-11-05 09:18:36.259+01	1
395	754	3	2	\N	2008-11-05 09:18:36.259+01	1
396	757	3	2	\N	2008-11-05 09:18:36.259+01	1
397	759	3	2	\N	2008-11-05 09:18:36.259+01	1
398	760	3	2	\N	2008-11-05 09:18:36.259+01	1
399	761	3	2	\N	2008-11-05 09:18:36.259+01	1
400	762	3	2	\N	2008-11-05 09:18:36.259+01	1
401	763	3	2	\N	2008-11-05 09:18:36.259+01	1
402	765	3	2	\N	2008-11-05 09:18:36.259+01	1
403	766	3	2	\N	2008-11-05 09:18:36.259+01	1
404	767	3	2	\N	2008-11-05 09:18:36.259+01	1
405	768	3	2	\N	2008-11-05 09:18:36.259+01	1
406	770	3	2	\N	2008-11-05 09:18:36.259+01	1
407	771	3	2	\N	2008-11-05 09:18:36.259+01	1
408	773	3	2	\N	2008-11-05 09:18:36.259+01	1
409	774	3	2	\N	2008-11-05 09:18:36.259+01	1
410	775	3	2	\N	2008-11-05 09:18:36.259+01	1
411	776	3	2	\N	2008-11-05 09:18:36.259+01	1
412	777	3	2	\N	2008-11-05 09:18:36.259+01	1
413	778	3	2	\N	2008-11-05 09:18:36.259+01	1
414	779	3	2	\N	2008-11-05 09:18:36.259+01	1
415	780	3	2	\N	2008-11-05 09:18:36.259+01	1
416	781	3	2	\N	2008-11-05 09:18:36.259+01	1
417	782	3	2	\N	2008-11-05 09:18:36.259+01	1
418	783	3	2	\N	2008-11-05 09:18:36.259+01	1
419	784	3	2	\N	2008-11-05 09:18:36.259+01	1
420	785	3	2	\N	2008-11-05 09:18:36.259+01	1
421	786	3	2	\N	2008-11-05 09:18:36.259+01	1
422	788	3	2	\N	2008-11-05 09:18:36.259+01	1
423	790	3	2	\N	2008-11-05 09:18:36.259+01	1
424	796	3	2	\N	2008-11-05 09:18:36.259+01	1
425	797	3	2	\N	2008-11-05 09:18:36.259+01	1
426	799	3	2	\N	2008-11-05 09:18:36.259+01	1
427	801	3	2	\N	2008-11-05 09:18:36.259+01	1
428	805	3	2	\N	2008-11-05 09:18:36.259+01	1
429	808	3	2	\N	2008-11-05 09:18:36.259+01	1
430	811	3	2	\N	2008-11-05 09:18:36.259+01	1
431	814	3	2	\N	2008-11-05 09:18:36.259+01	1
432	815	3	2	\N	2008-11-05 09:18:36.259+01	1
433	816	3	2	\N	2008-11-05 09:18:36.259+01	1
434	817	3	2	\N	2008-11-05 09:18:36.259+01	1
435	818	3	2	\N	2008-11-05 09:18:36.259+01	1
436	819	3	2	\N	2008-11-05 09:18:36.259+01	1
437	821	3	2	\N	2008-11-05 09:18:36.259+01	1
438	823	3	2	\N	2008-11-05 09:18:36.259+01	1
439	824	3	2	\N	2008-11-05 09:18:36.259+01	1
440	825	3	2	\N	2008-11-05 09:18:36.259+01	1
441	826	3	2	\N	2008-11-05 09:18:36.259+01	1
442	827	3	2	\N	2008-11-05 09:18:36.259+01	1
443	833	3	2	\N	2008-11-05 09:18:36.259+01	1
444	834	3	2	\N	2008-11-05 09:18:36.259+01	1
445	835	3	2	\N	2008-11-05 09:18:36.259+01	1
446	836	3	2	\N	2008-11-05 09:18:36.259+01	1
447	837	3	2	\N	2008-11-05 09:18:36.259+01	1
448	838	3	2	\N	2008-11-05 09:18:36.259+01	1
449	839	3	2	\N	2008-11-05 09:18:36.259+01	1
450	840	3	2	\N	2008-11-05 09:18:36.259+01	1
451	841	3	2	\N	2008-11-05 09:18:36.259+01	1
452	842	3	2	\N	2008-11-05 09:18:36.259+01	1
453	843	3	2	\N	2008-11-05 09:18:36.259+01	1
454	845	3	2	\N	2008-11-05 09:18:36.259+01	1
455	846	3	2	\N	2008-11-05 09:18:36.259+01	1
456	847	3	2	\N	2008-11-05 09:18:36.259+01	1
457	857	3	2	\N	2008-11-05 09:18:36.259+01	1
458	858	3	2	\N	2008-11-05 09:18:36.259+01	1
459	859	3	2	\N	2008-11-05 09:18:36.259+01	1
460	860	3	2	\N	2008-11-05 09:18:36.259+01	1
461	861	3	2	\N	2008-11-05 09:18:36.259+01	1
462	865	3	2	\N	2008-11-05 09:18:36.259+01	1
463	866	3	2	\N	2008-11-05 09:18:36.259+01	1
