58	37	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'37':1
59	38	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'38':1
60	39	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'39':1
61	40	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'40':1
62	41	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'41':1
63	43	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'43':1
64	47	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'47':1
65	48	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'48':1
66	49	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'49':1
67	51	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'51':1
68	52	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'52':1
69	53	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'53':1
70	54	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'54':1
71	55	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'55':1
72	56	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'56':1
73	81	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'81':1
74	86	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'86':1
75	87	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'87':1
76	90	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'90':1
77	91	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'91':1
78	92	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'92':1
79	93	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'93':1
80	94	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'94':1
81	100	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'100':1
82	101	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'101':1
83	102	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'102':1
84	103	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'103':1
85	104	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'104':1
86	107	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'107':1
87	108	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'108':1
88	109	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'109':1
89	111	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'111':1
90	112	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'112':1
91	113	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'113':1
92	114	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'114':1
93	115	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'115':1
94	117	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'117':1
95	118	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'118':1
96	123	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'123':1
97	124	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'124':1
98	125	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'125':1
99	126	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'126':1
100	127	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'127':1
101	128	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'128':1
102	130	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'130':1
103	131	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'131':1
104	132	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'132':1
105	133	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'133':1
106	134	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'134':1
107	135	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'135':1
108	136	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'136':1
109	140	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'140':1
110	142	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'142':1
111	143	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'143':1
112	146	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'146':1
113	147	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'147':1
114	148	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'148':1
115	150	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'150':1
116	151	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'151':1
117	152	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'152':1
118	153	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'153':1
119	154	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'154':1
120	155	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'155':1
121	156	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'156':1
122	157	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'157':1
123	158	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'158':1
124	163	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'163':1
125	165	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'165':1
126	166	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'166':1
127	173	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'173':1
128	174	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'174':1
129	175	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'175':1
130	177	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'177':1
131	178	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'178':1
132	181	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'181':1
133	182	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'182':1
134	183	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'183':1
135	185	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'185':1
136	186	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'186':1
137	187	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'187':1
138	189	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'189':1
139	190	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'190':1
140	191	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'191':1
141	196	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'196':1
142	197	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'197':1
143	199	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'199':1
144	203	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'203':1
145	204	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'204':1
146	205	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'205':1
147	207	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'207':1
148	208	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'208':1
149	210	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'210':1
150	212	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'212':1
151	214	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'214':1
152	215	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'215':1
153	216	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'216':1
154	217	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'217':1
155	218	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'218':1
156	219	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'219':1
157	220	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'220':1
158	221	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'221':1
159	222	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'222':1
160	223	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'223':1
161	224	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'224':1
162	225	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'225':1
163	226	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'226':1
164	229	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'229':1
165	231	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'231':1
166	238	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'238':1
167	239	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'239':1
168	240	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'240':1
169	241	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'241':1
170	242	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'242':1
171	245	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'245':1
172	246	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'246':1
173	247	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'247':1
174	248	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'248':1
175	249	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'249':1
176	251	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'251':1
177	262	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'262':1
178	265	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'265':1
179	267	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'267':1
180	268	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'268':1
181	269	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'269':1
182	270	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'270':1
183	271	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'271':1
184	272	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'272':1
185	283	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'283':1
186	284	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'284':1
187	285	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'285':1
188	287	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'287':1
189	288	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'288':1
190	290	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'290':1
191	291	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'291':1
192	292	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'292':1
193	293	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'293':1
194	301	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'301':1
195	302	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'302':1
196	316	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'316':1
197	317	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'317':1
198	319	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'319':1
199	324	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'324':1
200	325	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'325':1
201	326	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'326':1
202	327	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'327':1
203	328	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'328':1
204	329	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'329':1
205	330	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'330':1
206	331	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'331':1
207	332	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'332':1
208	333	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'333':1
209	334	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'334':1
210	335	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'335':1
211	336	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'336':1
212	338	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'338':1
213	343	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'343':1
214	344	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'344':1
215	345	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'345':1
216	348	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'348':1
217	350	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'350':1
218	351	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'351':1
219	353	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'353':1
220	354	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'354':1
221	355	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'355':1
222	356	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'356':1
223	357	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'357':1
224	358	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'358':1
225	359	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'359':1
226	360	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'360':1
227	361	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'361':1
228	362	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'362':1
229	363	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'363':1
230	364	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'364':1
231	366	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'366':1
232	367	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'367':1
233	368	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'368':1
234	369	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'369':1
235	373	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'373':1
236	374	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'374':1
237	383	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'383':1
238	387	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'387':1
239	388	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'388':1
240	389	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'389':1
241	396	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'396':1
242	397	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'397':1
243	398	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'398':1
244	403	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'403':1
245	405	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'405':1
246	406	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'406':1
247	407	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'407':1
248	408	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'408':1
249	409	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'409':1
250	410	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'410':1
251	411	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'411':1
252	412	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'412':1
253	414	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'414':1
254	415	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'415':1
255	416	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'416':1
256	427	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'427':1
257	429	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'429':1
258	430	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'430':1
259	432	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'432':1
260	433	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'433':1
261	438	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'438':1
262	440	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'440':1
263	443	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'443':1
264	444	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'444':1
265	445	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'445':1
266	462	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'462':1
267	466	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'466':1
268	472	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'472':1
269	474	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'474':1
270	476	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'476':1
271	477	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'477':1
272	478	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'478':1
273	479	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'479':1
274	480	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'480':1
275	486	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'486':1
276	487	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'487':1
277	488	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'488':1
278	489	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'489':1
279	490	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'490':1
280	491	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'491':1
281	492	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'492':1
282	493	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'493':1
283	495	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'495':1
284	496	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'496':1
285	498	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'498':1
286	501	3	2	2008-11-05 09:18:36.259+01	2009-03-18 10:50:19.475958+01	'501':1
