30	B08	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-36	\N
31	B09	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-37	\N
32	B10	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-38	\N
33	B11	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-39	\N
34	B12	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-40	\N
35	B13	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-41	\N
36	B14	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-42	\N
37	B15	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-43	\N
38	B16	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-44	\N
39	B17	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-45	\N
40	B18	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-46	\N
41	B19	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-47	\N
42	B20	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-48	\N
43	B21	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-49	\N
44	B22	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-50	\N
45	C03	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-51	\N
46	C04	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-52	\N
47	C05	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-53	\N
48	C06	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-54	\N
49	C07	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-55	\N
50	C08	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-56	\N
51	C09	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-57	\N
52	C10	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-58	\N
53	C11	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-59	\N
54	C12	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-60	\N
55	C13	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-61	\N
56	C14	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-62	\N
57	C15	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-63	\N
58	C16	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-64	\N
59	C17	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-65	\N
60	C18	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-66	\N
61	C19	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-67	\N
62	C20	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-68	\N
63	C21	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-69	\N
64	C22	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-70	\N
65	D03	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-71	\N
66	D04	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-72	\N
67	D05	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-73	\N
68	D06	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-74	\N
69	D07	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-75	\N
70	D08	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-76	\N
71	D09	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-77	\N
72	D10	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-78	\N
73	D11	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-79	\N
74	D12	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-80	\N
75	D13	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-81	\N
76	D14	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-82	\N
77	D15	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-83	\N
78	D16	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-84	\N
79	D17	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-85	\N
80	D18	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-86	\N
81	D19	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-87	\N
82	D20	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-88	\N
83	D21	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-89	\N
84	D22	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-90	\N
85	E03	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-91	\N
86	E04	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-92	\N
87	E05	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-93	\N
88	E06	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-94	\N
89	E07	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-95	\N
90	E08	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-96	\N
91	E09	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-97	\N
92	E10	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-98	\N
93	E11	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-99	\N
94	E12	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-100	\N
95	E13	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-101	\N
96	E14	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-102	\N
97	E15	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-103	\N
98	E16	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-104	\N
99	E17	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-105	\N
100	E18	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-106	\N
101	E19	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-107	\N
102	E20	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-108	\N
103	E21	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-109	\N
104	E22	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-110	\N
105	F03	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-111	\N
106	F04	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-112	\N
107	F05	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-113	\N
108	F06	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-114	\N
109	F07	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-115	\N
110	F08	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-116	\N
111	F09	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-117	\N
112	F10	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-118	\N
113	F11	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-119	\N
114	F12	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-120	\N
115	F13	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-121	\N
116	F14	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-122	\N
117	F15	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-123	\N
118	F16	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-124	\N
119	F17	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-125	\N
120	F18	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-126	\N
121	F19	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-127	\N
122	F20	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-128	\N
123	F21	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-129	\N
124	F22	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-130	\N
125	G03	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-131	\N
126	G04	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-132	\N
127	G05	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-133	\N
128	G06	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-134	\N
129	G07	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-135	\N
130	G08	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-136	\N
131	G09	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-137	\N
132	G10	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-138	\N
133	G11	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-139	\N
134	G12	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-140	\N
135	G13	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-141	\N
136	G14	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-142	\N
137	G15	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-143	\N
138	G16	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-144	\N
139	G17	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-145	\N
140	G18	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-146	\N
141	G19	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-147	\N
142	G20	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-148	\N
143	G21	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-149	\N
144	G22	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-150	\N
145	H03	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-151	\N
146	H04	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-152	\N
147	H05	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-153	\N
148	H06	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-154	\N
149	H07	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-155	\N
150	H08	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-156	\N
151	H09	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-157	\N
152	H10	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-158	\N
153	H11	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-159	\N
154	H12	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-160	\N
155	H13	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-161	\N
156	H14	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-162	\N
157	H15	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-163	\N
158	H16	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-164	\N
159	H17	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-165	\N
160	H18	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-166	\N
161	H19	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-167	\N
162	H20	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-168	\N
163	H21	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-169	\N
164	H22	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-170	\N
165	I03	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-171	\N
166	I04	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-172	\N
167	I05	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-173	\N
168	I06	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-174	\N
169	I07	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-175	\N
170	I08	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-176	\N
171	I09	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-177	\N
172	I10	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-178	\N
173	I11	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-179	\N
174	I12	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-180	\N
175	I13	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-181	\N
176	I14	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-182	\N
177	I15	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-183	\N
178	I16	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-184	\N
179	I17	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-185	\N
180	I18	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-186	\N
181	I19	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-187	\N
182	I20	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-188	\N
183	I21	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-189	\N
184	I22	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-190	\N
185	J03	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-191	\N
186	J04	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-192	\N
187	J05	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-193	\N
188	J06	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-194	\N
189	J07	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-195	\N
190	J08	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-196	\N
191	J09	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-197	\N
192	J10	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-198	\N
193	J11	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-199	\N
194	J12	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-200	\N
195	J13	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-201	\N
196	J14	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-202	\N
197	J15	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-203	\N
198	J16	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-204	\N
199	J17	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-205	\N
200	J18	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-206	\N
201	J19	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-207	\N
202	J20	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-208	\N
203	J21	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-209	\N
204	J22	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-210	\N
205	K03	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-211	\N
206	K04	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-212	\N
207	K05	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-213	\N
208	K06	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-214	\N
209	K07	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-215	\N
