30	B08	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-36	\N	\N	\N
31	B09	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-37	\N	\N	\N
32	B10	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-38	\N	\N	\N
33	B11	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-39	\N	\N	\N
34	B12	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-40	\N	\N	\N
35	B13	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-41	\N	\N	\N
36	B14	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-42	\N	\N	\N
37	B15	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-43	\N	\N	\N
38	B16	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-44	\N	\N	\N
39	B17	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-45	\N	\N	\N
40	B18	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-46	\N	\N	\N
41	B19	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-47	\N	\N	\N
42	B20	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-48	\N	\N	\N
43	B21	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-49	\N	\N	\N
44	B22	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-50	\N	\N	\N
45	C03	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-51	\N	\N	\N
46	C04	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-52	\N	\N	\N
47	C05	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-53	\N	\N	\N
48	C06	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-54	\N	\N	\N
49	C07	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-55	\N	\N	\N
50	C08	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-56	\N	\N	\N
51	C09	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-57	\N	\N	\N
52	C10	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-58	\N	\N	\N
53	C11	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-59	\N	\N	\N
54	C12	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-60	\N	\N	\N
55	C13	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-61	\N	\N	\N
56	C14	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-62	\N	\N	\N
57	C15	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-63	\N	\N	\N
58	C16	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-64	\N	\N	\N
59	C17	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-65	\N	\N	\N
60	C18	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-66	\N	\N	\N
61	C19	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-67	\N	\N	\N
62	C20	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-68	\N	\N	\N
63	C21	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-69	\N	\N	\N
64	C22	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-70	\N	\N	\N
65	D03	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-71	\N	\N	\N
66	D04	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-72	\N	\N	\N
67	D05	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-73	\N	\N	\N
68	D06	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-74	\N	\N	\N
69	D07	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-75	\N	\N	\N
70	D08	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-76	\N	\N	\N
71	D09	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-77	\N	\N	\N
72	D10	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-78	\N	\N	\N
73	D11	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-79	\N	\N	\N
74	D12	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-80	\N	\N	\N
75	D13	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-81	\N	\N	\N
76	D14	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-82	\N	\N	\N
77	D15	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-83	\N	\N	\N
78	D16	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-84	\N	\N	\N
79	D17	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-85	\N	\N	\N
80	D18	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-86	\N	\N	\N
81	D19	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-87	\N	\N	\N
82	D20	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-88	\N	\N	\N
83	D21	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-89	\N	\N	\N
84	D22	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-90	\N	\N	\N
85	E03	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-91	\N	\N	\N
86	E04	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-92	\N	\N	\N
87	E05	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-93	\N	\N	\N
88	E06	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-94	\N	\N	\N
89	E07	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-95	\N	\N	\N
90	E08	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-96	\N	\N	\N
91	E09	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-97	\N	\N	\N
92	E10	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-98	\N	\N	\N
93	E11	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-99	\N	\N	\N
94	E12	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-100	\N	\N	\N
95	E13	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-101	\N	\N	\N
96	E14	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-102	\N	\N	\N
97	E15	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-103	\N	\N	\N
98	E16	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-104	\N	\N	\N
99	E17	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-105	\N	\N	\N
100	E18	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-106	\N	\N	\N
101	E19	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-107	\N	\N	\N
102	E20	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-108	\N	\N	\N
103	E21	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-109	\N	\N	\N
104	E22	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-110	\N	\N	\N
105	F03	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-111	\N	\N	\N
106	F04	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-112	\N	\N	\N
107	F05	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-113	\N	\N	\N
108	F06	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-114	\N	\N	\N
109	F07	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-115	\N	\N	\N
110	F08	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-116	\N	\N	\N
111	F09	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-117	\N	\N	\N
112	F10	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-118	\N	\N	\N
113	F11	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-119	\N	\N	\N
114	F12	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-120	\N	\N	\N
115	F13	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-121	\N	\N	\N
116	F14	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-122	\N	\N	\N
117	F15	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-123	\N	\N	\N
118	F16	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-124	\N	\N	\N
119	F17	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-125	\N	\N	\N
120	F18	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-126	\N	\N	\N
121	F19	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-127	\N	\N	\N
122	F20	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-128	\N	\N	\N
123	F21	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-129	\N	\N	\N
124	F22	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-130	\N	\N	\N
125	G03	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-131	\N	\N	\N
126	G04	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-132	\N	\N	\N
127	G05	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-133	\N	\N	\N
128	G06	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-134	\N	\N	\N
129	G07	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-135	\N	\N	\N
130	G08	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-136	\N	\N	\N
131	G09	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-137	\N	\N	\N
132	G10	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-138	\N	\N	\N
133	G11	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-139	\N	\N	\N
134	G12	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-140	\N	\N	\N
135	G13	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-141	\N	\N	\N
136	G14	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-142	\N	\N	\N
137	G15	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-143	\N	\N	\N
138	G16	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-144	\N	\N	\N
139	G17	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-145	\N	\N	\N
140	G18	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-146	\N	\N	\N
141	G19	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-147	\N	\N	\N
142	G20	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-148	\N	\N	\N
143	G21	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-149	\N	\N	\N
144	G22	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-150	\N	\N	\N
145	H03	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-151	\N	\N	\N
146	H04	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-152	\N	\N	\N
147	H05	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-153	\N	\N	\N
148	H06	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-154	\N	\N	\N
149	H07	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-155	\N	\N	\N
150	H08	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-156	\N	\N	\N
151	H09	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-157	\N	\N	\N
152	H10	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-158	\N	\N	\N
153	H11	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-159	\N	\N	\N
154	H12	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-160	\N	\N	\N
155	H13	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-161	\N	\N	\N
156	H14	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-162	\N	\N	\N
157	H15	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-163	\N	\N	\N
158	H16	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-164	\N	\N	\N
159	H17	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-165	\N	\N	\N
160	H18	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-166	\N	\N	\N
161	H19	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-167	\N	\N	\N
162	H20	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-168	\N	\N	\N
163	H21	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-169	\N	\N	\N
164	H22	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-170	\N	\N	\N
165	I03	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-171	\N	\N	\N
166	I04	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-172	\N	\N	\N
167	I05	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-173	\N	\N	\N
168	I06	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-174	\N	\N	\N
169	I07	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-175	\N	\N	\N
170	I08	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-176	\N	\N	\N
171	I09	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-177	\N	\N	\N
172	I10	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-178	\N	\N	\N
173	I11	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-179	\N	\N	\N
174	I12	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-180	\N	\N	\N
175	I13	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-181	\N	\N	\N
176	I14	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-182	\N	\N	\N
177	I15	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-183	\N	\N	\N
178	I16	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-184	\N	\N	\N
179	I17	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-185	\N	\N	\N
180	I18	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-186	\N	\N	\N
181	I19	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-187	\N	\N	\N
182	I20	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-188	\N	\N	\N
183	I21	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-189	\N	\N	\N
184	I22	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-190	\N	\N	\N
185	J03	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-191	\N	\N	\N
186	J04	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-192	\N	\N	\N
187	J05	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-193	\N	\N	\N
188	J06	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-194	\N	\N	\N
189	J07	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-195	\N	\N	\N
190	J08	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-196	\N	\N	\N
191	J09	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-197	\N	\N	\N
192	J10	6	2008-11-05 09:19:48.718+01	2	3	\N	1	4	2009-03-18 10:50:19.475958+01	\N	200811050948718-198	\N	\N	\N
