55	38	ACAT2	3	2008-05-09 10:10:56.977991+02	1	\N
56	39	ACCN1	3	2008-05-09 10:10:56.977991+02	1	\N
57	40	ACCN2	3	2008-05-09 10:10:56.977991+02	1	\N
58	41	ACHE	3	2008-05-09 10:10:56.977991+02	1	\N
59	42	ACLY	3	2008-05-09 10:10:56.977991+02	1	\N
60	43	ACO1	3	2008-05-09 10:10:56.977991+02	1	\N
61	44	ACR	3	2008-05-09 10:10:56.977991+02	1	\N
62	45	ACOX1	3	2008-05-09 10:10:56.977991+02	1	\N
63	46	ACP1	3	2008-05-09 10:10:56.977991+02	1	\N
64	47	ACP2	3	2008-05-09 10:10:56.977991+02	1	\N
65	48	ACP5	3	2008-05-09 10:10:56.977991+02	1	\N
66	49	ACPP	3	2008-05-09 10:10:56.977991+02	1	\N
67	50	ACRV1	3	2008-05-09 10:10:56.977991+02	1	\N
68	51	ACTN4	3	2008-05-09 10:10:56.977991+02	1	\N
69	52	ACTL6A	3	2008-05-09 10:10:56.977991+02	1	\N
70	53	ACTN1	3	2008-05-09 10:10:56.977991+02	1	\N
71	54	ACVR1	3	2008-05-09 10:10:56.977991+02	1	\N
72	55	ACVR1B	3	2008-05-09 10:10:56.977991+02	1	\N
73	56	ACVR2	3	2008-05-09 10:10:56.977991+02	1	\N
74	57	ACVR2B	3	2008-05-09 10:10:56.977991+02	1	\N
75	58	ACVRL1	3	2008-05-09 10:10:56.977991+02	1	\N
76	59	ADA	3	2008-05-09 10:10:56.977991+02	1	\N
77	60	ADAM8	3	2008-05-09 10:10:56.977991+02	1	\N
78	61	ADAM10	3	2008-05-09 10:10:56.977991+02	1	\N
79	62	ADAR	3	2008-05-09 10:10:56.977991+02	1	\N
80	63	ADARB1	3	2008-05-09 10:10:56.977991+02	1	\N
81	64	ADCY1	3	2008-05-09 10:10:56.977991+02	1	\N
82	65	ADCY2	3	2008-05-09 10:10:56.977991+02	1	\N
83	66	ADCY3	3	2008-05-09 10:10:56.977991+02	1	\N
84	67	ADCY5	3	2008-05-09 10:10:56.977991+02	1	\N
85	68	ADCY6	3	2008-05-09 10:10:56.977991+02	1	\N
86	69	ADCY7	3	2008-05-09 10:10:56.977991+02	1	\N
87	70	ADCY8	3	2008-05-09 10:10:56.977991+02	1	\N
88	71	ADCY9	3	2008-05-09 10:10:56.977991+02	1	\N
89	72	ADCYAP1R1	3	2008-05-09 10:10:56.977991+02	1	\N
90	73	ADD1	3	2008-05-09 10:10:56.977991+02	1	\N
91	74	ADFP	3	2008-05-09 10:10:56.977991+02	1	\N
92	75	ADH1A	3	2008-05-09 10:10:56.977991+02	1	\N
93	76	ADH1B	3	2008-05-09 10:10:56.977991+02	1	\N
94	77	ADH1C	3	2008-05-09 10:10:56.977991+02	1	\N
95	78	ADH4	3	2008-05-09 10:10:56.977991+02	1	\N
96	79	ADH5	3	2008-05-09 10:10:56.977991+02	1	\N
97	80	ADH6	3	2008-05-09 10:10:56.977991+02	1	\N
98	81	ADH7	3	2008-05-09 10:10:56.977991+02	1	\N
99	82	ADK	3	2008-05-09 10:10:56.977991+02	1	\N
100	83	ADM	3	2008-05-09 10:10:56.977991+02	1	\N
101	84	ADORA1	3	2008-05-09 10:10:56.977991+02	1	\N
102	85	ADORA2A	3	2008-05-09 10:10:56.977991+02	1	\N
103	86	ADORA2B	3	2008-05-09 10:10:56.977991+02	1	\N
104	87	ADORA3	3	2008-05-09 10:10:56.977991+02	1	\N
105	88	PARP1	3	2008-05-09 10:10:56.977991+02	1	\N
106	89	PARP4	3	2008-05-09 10:10:56.977991+02	1	\N
107	90	ADRA1D	3	2008-05-09 10:10:56.977991+02	1	\N
108	91	ADRA1B	3	2008-05-09 10:10:56.977991+02	1	\N
109	92	ADRA1A	3	2008-05-09 10:10:56.977991+02	1	\N
110	93	ADRA2A	3	2008-05-09 10:10:56.977991+02	1	\N
111	94	ADRA2B	3	2008-05-09 10:10:56.977991+02	1	\N
112	95	ADRA2C	3	2008-05-09 10:10:56.977991+02	1	\N
113	96	ADRB1	3	2008-05-09 10:10:56.977991+02	1	\N
114	97	ADRB2	3	2008-05-09 10:10:56.977991+02	1	\N
115	98	ADRB3	3	2008-05-09 10:10:56.977991+02	1	\N
116	99	ADRBK1	3	2008-05-09 10:10:56.977991+02	1	\N
117	100	ADRBK2	3	2008-05-09 10:10:56.977991+02	1	\N
118	101	ADSL	3	2008-05-09 10:10:56.977991+02	1	\N
119	102	AP2B1	3	2008-05-09 10:10:56.977991+02	1	\N
120	103	AEBP1	3	2008-05-09 10:10:56.977991+02	1	\N
121	104	AES	3	2008-05-09 10:10:56.977991+02	1	\N
122	105	AFM	3	2008-05-09 10:10:56.977991+02	1	\N
123	106	AFP	3	2008-05-09 10:10:56.977991+02	1	\N
124	107	AGA	3	2008-05-09 10:10:56.977991+02	1	\N
125	108	AGER	3	2008-05-09 10:10:56.977991+02	1	\N
126	109	AGL	3	2008-05-09 10:10:56.977991+02	1	\N
127	110	AGRP	3	2008-05-09 10:10:56.977991+02	1	\N
128	111	JAG1	3	2008-05-09 10:10:56.977991+02	1	\N
129	112	AGT	3	2008-05-09 10:10:56.977991+02	1	\N
130	113	AGTR1	3	2008-05-09 10:10:56.977991+02	1	\N
131	114	AGTR2	3	2008-05-09 10:10:56.977991+02	1	\N
132	115	AGTRL1	3	2008-05-09 10:10:56.977991+02	1	\N
133	116	AGXT	3	2008-05-09 10:10:56.977991+02	1	\N
134	117	NR0B1	3	2008-05-09 10:10:56.977991+02	1	\N
135	118	AHCY	3	2008-05-09 10:10:56.977991+02	1	\N
136	119	AHR	3	2008-05-09 10:10:56.977991+02	1	\N
137	120	AHSG	3	2008-05-09 10:10:56.977991+02	1	\N
138	121	AIF1	3	2008-05-09 10:10:56.977991+02	1	\N
139	122	AK1	3	2008-05-09 10:10:56.977991+02	1	\N
140	123	AK2	3	2008-05-09 10:10:56.977991+02	1	\N
141	124	AK3	3	2008-05-09 10:10:56.977991+02	1	\N
142	125	AKT1	3	2008-05-09 10:10:56.977991+02	1	\N
143	126	AKT2	3	2008-05-09 10:10:56.977991+02	1	\N
144	127	ALAD	3	2008-05-09 10:10:56.977991+02	1	\N
145	128	ALAS2	3	2008-05-09 10:10:56.977991+02	1	\N
146	129	ALCAM	3	2008-05-09 10:10:56.977991+02	1	\N
147	130	ABCD1	3	2008-05-09 10:10:56.977991+02	1	\N
148	131	ALDH1A1	3	2008-05-09 10:10:56.977991+02	1	\N
149	132	ALDH2	3	2008-05-09 10:10:56.977991+02	1	\N
150	133	ALDH3A1	3	2008-05-09 10:10:56.977991+02	1	\N
151	134	ALDH1B1	3	2008-05-09 10:10:56.977991+02	1	\N
152	135	ALDH1A3	3	2008-05-09 10:10:56.977991+02	1	\N
153	136	ALDH3B1	3	2008-05-09 10:10:56.977991+02	1	\N
154	137	ALDH3B2	3	2008-05-09 10:10:56.977991+02	1	\N
155	138	ALDH9A1	3	2008-05-09 10:10:56.977991+02	1	\N
156	139	ALDH3A2	3	2008-05-09 10:10:56.977991+02	1	\N
157	140	ABCD2	3	2008-05-09 10:10:56.977991+02	1	\N
158	141	ALDOA	3	2008-05-09 10:10:56.977991+02	1	\N
159	142	ALDOB	3	2008-05-09 10:10:56.977991+02	1	\N
160	143	AKR1B1	3	2008-05-09 10:10:56.977991+02	1	\N
161	144	ALK	3	2008-05-09 10:10:56.977991+02	1	\N
162	145	ALOX12	3	2008-05-09 10:10:56.977991+02	1	\N
163	146	ALOX5	3	2008-05-09 10:10:56.977991+02	1	\N
164	147	ALOX5AP	3	2008-05-09 10:10:56.977991+02	1	\N
165	148	ALOX12B	3	2008-05-09 10:10:56.977991+02	1	\N
166	149	ALOX12P2	3	2008-05-09 10:10:56.977991+02	1	\N
167	150	ALOX15	3	2008-05-09 10:10:56.977991+02	1	\N
168	151	ALOX15B	3	2008-05-09 10:10:56.977991+02	1	\N
169	152	ALPI	3	2008-05-09 10:10:56.977991+02	1	\N
170	153	ALPL	3	2008-05-09 10:10:56.977991+02	1	\N
171	154	ALPPL2	3	2008-05-09 10:10:56.977991+02	1	\N
172	155	AMD1	3	2008-05-09 10:10:56.977991+02	1	\N
173	156	AMELX	3	2008-05-09 10:10:56.977991+02	1	\N
174	157	AMFR	3	2008-05-09 10:10:56.977991+02	1	\N
175	158	AMH	3	2008-05-09 10:10:56.977991+02	1	\N
176	159	AMHR2	3	2008-05-09 10:10:56.977991+02	1	\N
177	160	AMPD1	3	2008-05-09 10:10:56.977991+02	1	\N
178	161	AMPD2	3	2008-05-09 10:10:56.977991+02	1	\N
179	162	AMPD3	3	2008-05-09 10:10:56.977991+02	1	\N
180	163	ANG	3	2008-05-09 10:10:56.977991+02	1	\N
181	164	ANGPT1	3	2008-05-09 10:10:56.977991+02	1	\N
182	165	ANGPT2	3	2008-05-09 10:10:56.977991+02	1	\N
183	166	ANK2	3	2008-05-09 10:10:56.977991+02	1	\N
184	167	ANK3	3	2008-05-09 10:10:56.977991+02	1	\N
185	168	ANPEP	3	2008-05-09 10:10:56.977991+02	1	\N
186	169	SLC25A4	3	2008-05-09 10:10:56.977991+02	1	\N
187	170	SLC25A5	3	2008-05-09 10:10:56.977991+02	1	\N
188	171	SLC25A6	3	2008-05-09 10:10:56.977991+02	1	\N
189	172	ANXA1	3	2008-05-09 10:10:56.977991+02	1	\N
190	173	ANXA2	3	2008-05-09 10:10:56.977991+02	1	\N
191	174	AOX1	3	2008-05-09 10:10:56.977991+02	1	\N
192	175	APAF1	3	2008-05-09 10:10:56.977991+02	1	\N
193	176	APOF	3	2008-05-09 10:10:56.977991+02	1	\N
194	177	APC	3	2008-05-09 10:10:56.977991+02	1	\N
195	178	APCS	3	2008-05-09 10:10:56.977991+02	1	\N
196	179	AIRE	3	2008-05-09 10:10:56.977991+02	1	\N
197	180	APEH	3	2008-05-09 10:10:56.977991+02	1	\N
198	181	APEX1	3	2008-05-09 10:10:56.977991+02	1	\N
199	182	BIRC2	3	2008-05-09 10:10:56.977991+02	1	\N
200	183	BIRC3	3	2008-05-09 10:10:56.977991+02	1	\N
201	184	BIRC4	3	2008-05-09 10:10:56.977991+02	1	\N
202	185	BIRC5	3	2008-05-09 10:10:56.977991+02	1	\N
203	186	APLP1	3	2008-05-09 10:10:56.977991+02	1	\N
204	187	APLP2	3	2008-05-09 10:10:56.977991+02	1	\N
205	188	APOA1	3	2008-05-09 10:10:56.977991+02	1	\N
206	189	APOA2	3	2008-05-09 10:10:56.977991+02	1	\N
207	190	APOB	3	2008-05-09 10:10:56.977991+02	1	\N
208	191	AQP8	3	2008-05-09 10:10:56.977991+02	1	\N
209	192	APOC2	3	2008-05-09 10:10:56.977991+02	1	\N
210	193	APOC3	3	2008-05-09 10:10:56.977991+02	1	\N
211	194	APOE	3	2008-05-09 10:10:56.977991+02	1	\N
212	195	APOH	3	2008-05-09 10:10:56.977991+02	1	\N
213	196	APP	3	2008-05-09 10:10:56.977991+02	1	\N
214	197	APRT	3	2008-05-09 10:10:56.977991+02	1	\N
215	198	KLK3	3	2008-05-09 10:10:56.977991+02	1	\N
216	199	FAS	3	2008-05-09 10:10:56.977991+02	1	\N
217	200	FASLG	3	2008-05-09 10:10:56.977991+02	1	\N
218	201	APXL	3	2008-05-09 10:10:56.977991+02	1	\N
219	202	AQP1	3	2008-05-09 10:10:56.977991+02	1	\N
220	203	AQP2	3	2008-05-09 10:10:56.977991+02	1	\N
221	204	AQP3	3	2008-05-09 10:10:56.977991+02	1	\N
222	205	AQP4	3	2008-05-09 10:10:56.977991+02	1	\N
223	206	AQP5	3	2008-05-09 10:10:56.977991+02	1	\N
224	207	AQP6	3	2008-05-09 10:10:56.977991+02	1	\N
225	208	AQP7	3	2008-05-09 10:10:56.977991+02	1	\N
226	209	AQP9	3	2008-05-09 10:10:56.977991+02	1	\N
227	210	AR	3	2008-05-09 10:10:56.977991+02	1	\N
228	211	ABCC6	3	2008-05-09 10:10:56.977991+02	1	\N
229	212	ARAF	3	2008-05-09 10:10:56.977991+02	1	\N
230	213	TRIM23	3	2008-05-09 10:10:56.977991+02	1	\N
231	214	AREG	3	2008-05-09 10:10:56.977991+02	1	\N
232	215	ARG1	3	2008-05-09 10:10:56.977991+02	1	\N
233	216	RHOA	3	2008-05-09 10:10:56.977991+02	1	\N
234	217	RHOB	3	2008-05-09 10:10:56.977991+02	1	\N
235	218	RHOC	3	2008-05-09 10:10:56.977991+02	1	\N
236	219	ARHGDIA	3	2008-05-09 10:10:56.977991+02	1	\N
237	220	ARHGDIB	3	2008-05-09 10:10:56.977991+02	1	\N
238	221	ARHGDIG	3	2008-05-09 10:10:56.977991+02	1	\N
239	222	ARL3	3	2008-05-09 10:10:56.977991+02	1	\N
240	223	ARNT	3	2008-05-09 10:10:56.977991+02	1	\N
241	224	ARNTL	3	2008-05-09 10:10:56.977991+02	1	\N
242	225	ARR3	3	2008-05-09 10:10:56.977991+02	1	\N
243	226	ARRB1	3	2008-05-09 10:10:56.977991+02	1	\N
244	227	ARRB2	3	2008-05-09 10:10:56.977991+02	1	\N
245	228	ARSA	3	2008-05-09 10:10:56.977991+02	1	\N
246	229	ARSB	3	2008-05-09 10:10:56.977991+02	1	\N
247	230	STS	3	2008-05-09 10:10:56.977991+02	1	\N
248	231	ARSD	3	2008-05-09 10:10:56.977991+02	1	\N
249	232	ARSE	3	2008-05-09 10:10:56.977991+02	1	\N
250	233	ARSF	3	2008-05-09 10:10:56.977991+02	1	\N
251	234	ASAH1	3	2008-05-09 10:10:56.977991+02	1	\N
252	235	ASCL1	3	2008-05-09 10:10:56.977991+02	1	\N
253	236	ASCL2	3	2008-05-09 10:10:56.977991+02	1	\N
254	237	ASGR1	3	2008-05-09 10:10:56.977991+02	1	\N
255	238	ASGR2	3	2008-05-09 10:10:56.977991+02	1	\N
256	239	ASMT	3	2008-05-09 10:10:56.977991+02	1	\N
257	240	ASNS	3	2008-05-09 10:10:56.977991+02	1	\N
258	241	ASPA	3	2008-05-09 10:10:56.977991+02	1	\N
259	242	ASPH	3	2008-05-09 10:10:56.977991+02	1	\N
260	243	ASS	3	2008-05-09 10:10:56.977991+02	1	\N
261	244	SERPINC1	3	2008-05-09 10:10:56.977991+02	1	\N
262	245	ATF1	3	2008-05-09 10:10:56.977991+02	1	\N
263	246	ATM	3	2008-05-09 10:10:56.977991+02	1	\N
264	247	ATOH1	3	2008-05-09 10:10:56.977991+02	1	\N
265	248	ATP1A1	3	2008-05-09 10:10:56.977991+02	1	\N
266	249	ATP1A2	3	2008-05-09 10:10:56.977991+02	1	\N
267	250	ATP1A3	3	2008-05-09 10:10:56.977991+02	1	\N
268	251	ATP12A	3	2008-05-09 10:10:56.977991+02	1	\N
269	252	ATP1A4	3	2008-05-09 10:10:56.977991+02	1	\N
270	253	FXYD2	3	2008-05-09 10:10:56.977991+02	1	\N
271	254	ATP2A1	3	2008-05-09 10:10:56.977991+02	1	\N
272	255	ATP2A2	3	2008-05-09 10:10:56.977991+02	1	\N
273	256	ATP2A3	3	2008-05-09 10:10:56.977991+02	1	\N
274	257	ATP2B1	3	2008-05-09 10:10:56.977991+02	1	\N
275	258	ATP2B2	3	2008-05-09 10:10:56.977991+02	1	\N
276	259	ATP2B3	3	2008-05-09 10:10:56.977991+02	1	\N
277	260	ATP2B4	3	2008-05-09 10:10:56.977991+02	1	\N
278	261	ATP4A	3	2008-05-09 10:10:56.977991+02	1	\N
279	262	ATP4B	3	2008-05-09 10:10:56.977991+02	1	\N
280	263	ATP5A1	3	2008-05-09 10:10:56.977991+02	1	\N
281	264	ALDH7A1	3	2008-05-09 10:10:56.977991+02	1	\N
282	265	ATP5B	3	2008-05-09 10:10:56.977991+02	1	\N
283	266	ATP6V1A	3	2008-05-09 10:10:56.977991+02	1	\N
284	267	ATP6V1B1	3	2008-05-09 10:10:56.977991+02	1	\N
285	268	ATP6V1B2	3	2008-05-09 10:10:56.977991+02	1	\N
286	269	ATP6V1C1	3	2008-05-09 10:10:56.977991+02	1	\N
287	270	ATP7A	3	2008-05-09 10:10:56.977991+02	1	\N
288	271	ATP7B	3	2008-05-09 10:10:56.977991+02	1	\N
289	272	ATR	3	2008-05-09 10:10:56.977991+02	1	\N
290	273	ATRX	3	2008-05-09 10:10:56.977991+02	1	\N
291	274	KIF1A	3	2008-05-09 10:10:56.977991+02	1	\N
292	275	AUP1	3	2008-05-09 10:10:56.977991+02	1	\N
293	276	AVP	3	2008-05-09 10:10:56.977991+02	1	\N
294	277	AVPR1A	3	2008-05-09 10:10:56.977991+02	1	\N
295	278	AVPR1B	3	2008-05-09 10:10:56.977991+02	1	\N
296	279	AVPR2	3	2008-05-09 10:10:56.977991+02	1	\N
297	280	AXL	3	2008-05-09 10:10:56.977991+02	1	\N
298	281	AZU1	3	2008-05-09 10:10:56.977991+02	1	\N
299	282	B2M	3	2008-05-09 10:10:56.977991+02	1	\N
300	283	BAD	3	2008-05-09 10:10:56.977991+02	1	\N
301	284	BAG1	3	2008-05-09 10:10:56.977991+02	1	\N
302	285	BAI1	3	2008-05-09 10:10:56.977991+02	1	\N
303	286	BAI2	3	2008-05-09 10:10:56.977991+02	1	\N
304	287	BAI3	3	2008-05-09 10:10:56.977991+02	1	\N
305	288	BAK1	3	2008-05-09 10:10:56.977991+02	1	\N
306	289	BARD1	3	2008-05-09 10:10:56.977991+02	1	\N
307	290	BAX	3	2008-05-09 10:10:56.977991+02	1	\N
308	291	BBS2	3	2008-05-09 10:10:56.977991+02	1	\N
309	292	BCAT1	3	2008-05-09 10:10:56.977991+02	1	\N
310	293	BCAT2	3	2008-05-09 10:10:56.977991+02	1	\N
311	294	BCHE	3	2008-05-09 10:10:56.977991+02	1	\N
312	295	BCKDHA	3	2008-05-09 10:10:56.977991+02	1	\N
313	296	CCND1	3	2008-05-09 10:10:56.977991+02	1	\N
314	297	BCL2	3	2008-05-09 10:10:56.977991+02	1	\N
315	298	BCL2A1	3	2008-05-09 10:10:56.977991+02	1	\N
316	299	BCL2L1	3	2008-05-09 10:10:56.977991+02	1	\N
317	300	BCL2L2	3	2008-05-09 10:10:56.977991+02	1	\N
318	301	BCL3	3	2008-05-09 10:10:56.977991+02	1	\N
319	302	BCL6	3	2008-05-09 10:10:56.977991+02	1	\N
320	303	BCL7A	3	2008-05-09 10:10:56.977991+02	1	\N
321	304	BCL9	3	2008-05-09 10:10:56.977991+02	1	\N
322	305	TNFRSF17	3	2008-05-09 10:10:56.977991+02	1	\N
323	306	HCN2	3	2008-05-09 10:10:56.977991+02	1	\N
324	307	OPN1SW	3	2008-05-09 10:10:56.977991+02	1	\N
325	308	BCR	3	2008-05-09 10:10:56.977991+02	1	\N
326	309	BCS1L	3	2008-05-09 10:10:56.977991+02	1	\N
327	310	BDH	3	2008-05-09 10:10:56.977991+02	1	\N
328	311	BDKRB1	3	2008-05-09 10:10:56.977991+02	1	\N
329	312	BDKRB2	3	2008-05-09 10:10:56.977991+02	1	\N
330	313	BDNF	3	2008-05-09 10:10:56.977991+02	1	\N
331	314	BF	3	2008-05-09 10:10:56.977991+02	1	\N
332	315	CEACAM1	3	2008-05-09 10:10:56.977991+02	1	\N
333	316	BID	3	2008-05-09 10:10:56.977991+02	1	\N
334	317	BIK	3	2008-05-09 10:10:56.977991+02	1	\N
335	318	BLK	3	2008-05-09 10:10:56.977991+02	1	\N
336	319	BLM	3	2008-05-09 10:10:56.977991+02	1	\N
337	320	BLMH	3	2008-05-09 10:10:56.977991+02	1	\N
338	321	BLR1	3	2008-05-09 10:10:56.977991+02	1	\N
339	322	PCGF4	3	2008-05-09 10:10:56.977991+02	1	\N
340	323	BMP1	3	2008-05-09 10:10:56.977991+02	1	\N
341	324	BMP2	3	2008-05-09 10:10:56.977991+02	1	\N
342	325	BMP3	3	2008-05-09 10:10:56.977991+02	1	\N
343	326	BMP4	3	2008-05-09 10:10:56.977991+02	1	\N
344	327	BMP5	3	2008-05-09 10:10:56.977991+02	1	\N
345	328	BMP6	3	2008-05-09 10:10:56.977991+02	1	\N
346	329	BMP7	3	2008-05-09 10:10:56.977991+02	1	\N
347	330	BMP8B	3	2008-05-09 10:10:56.977991+02	1	\N
348	331	BMPR1A	3	2008-05-09 10:10:56.977991+02	1	\N
349	332	BMPR1B	3	2008-05-09 10:10:56.977991+02	1	\N
350	333	BMPR2	3	2008-05-09 10:10:56.977991+02	1	\N
351	334	BMX	3	2008-05-09 10:10:56.977991+02	1	\N
352	335	BNIP1	3	2008-05-09 10:10:56.977991+02	1	\N
353	336	BNIP3	3	2008-05-09 10:10:56.977991+02	1	\N
354	337	BNIP3L	3	2008-05-09 10:10:56.977991+02	1	\N
355	338	BOK	3	2008-05-09 10:10:56.977991+02	1	\N
356	339	FOXL2	3	2008-05-09 10:10:56.977991+02	1	\N
357	340	BPGM	3	2008-05-09 10:10:56.977991+02	1	\N
358	341	BPHL	3	2008-05-09 10:10:56.977991+02	1	\N
359	342	BPI	3	2008-05-09 10:10:56.977991+02	1	\N
360	343	BRCA1	3	2008-05-09 10:10:56.977991+02	1	\N
361	344	BRAF	3	2008-05-09 10:10:56.977991+02	1	\N
362	345	BRCA2	3	2008-05-09 10:10:56.977991+02	1	\N
363	346	BRS3	3	2008-05-09 10:10:56.977991+02	1	\N
364	347	BSG	3	2008-05-09 10:10:56.977991+02	1	\N
365	348	BST2	3	2008-05-09 10:10:56.977991+02	1	\N
366	349	BTC	3	2008-05-09 10:10:56.977991+02	1	\N
367	350	BTD	3	2008-05-09 10:10:56.977991+02	1	\N
368	351	BTK	3	2008-05-09 10:10:56.977991+02	1	\N
369	352	BTN1A1	3	2008-05-09 10:10:56.977991+02	1	\N
370	353	BUB1	3	2008-05-09 10:10:56.977991+02	1	\N
371	354	BUB1B	3	2008-05-09 10:10:56.977991+02	1	\N
372	355	BZRP	3	2008-05-09 10:10:56.977991+02	1	\N
373	356	SERPING1	3	2008-05-09 10:10:56.977991+02	1	\N
374	357	C1R	3	2008-05-09 10:10:56.977991+02	1	\N
375	358	C1S	3	2008-05-09 10:10:56.977991+02	1	\N
376	359	C2	3	2008-05-09 10:10:56.977991+02	1	\N
377	360	C3	3	2008-05-09 10:10:56.977991+02	1	\N
378	361	C3AR1	3	2008-05-09 10:10:56.977991+02	1	\N
379	362	CAPN5	3	2008-05-09 10:10:56.977991+02	1	\N
380	363	C5	3	2008-05-09 10:10:56.977991+02	1	\N
381	364	C5R1	3	2008-05-09 10:10:56.977991+02	1	\N
382	365	C6	3	2008-05-09 10:10:56.977991+02	1	\N
383	366	C7	3	2008-05-09 10:10:56.977991+02	1	\N
384	367	C8A	3	2008-05-09 10:10:56.977991+02	1	\N
385	368	C8B	3	2008-05-09 10:10:56.977991+02	1	\N
386	369	C8G	3	2008-05-09 10:10:56.977991+02	1	\N
387	370	C9	3	2008-05-09 10:10:56.977991+02	1	\N
388	371	C11orf11	3	2008-05-09 10:10:56.977991+02	1	\N
389	372	C18orf1	3	2008-05-09 10:10:56.977991+02	1	\N
390	373	PTTG1IP	3	2008-05-09 10:10:56.977991+02	1	\N
391	374	C21orf4	3	2008-05-09 10:10:56.977991+02	1	\N
392	375	CA1	3	2008-05-09 10:10:56.977991+02	1	\N
393	376	CA2	3	2008-05-09 10:10:56.977991+02	1	\N
394	377	CA3	3	2008-05-09 10:10:56.977991+02	1	\N
395	378	CA4	3	2008-05-09 10:10:56.977991+02	1	\N
396	379	CA5A	3	2008-05-09 10:10:56.977991+02	1	\N
397	380	CA6	3	2008-05-09 10:10:56.977991+02	1	\N
398	381	CA7	3	2008-05-09 10:10:56.977991+02	1	\N
399	382	CA8	3	2008-05-09 10:10:56.977991+02	1	\N
400	383	CA9	3	2008-05-09 10:10:56.977991+02	1	\N
401	384	CA11	3	2008-05-09 10:10:56.977991+02	1	\N
402	385	CA12	3	2008-05-09 10:10:56.977991+02	1	\N
